Plant,gid,Brix,Dry_matter,a,Time_processed
GS1_184.06,GS1_184,11,13.2027795325,33.1716789405,1
GS1_185.01,GS1_185,10.9,13.8799225307,28.3497163547,2
GS1_185.02,GS1_185,9,16.2820512821,27.1748910145,2
GS1_185.03,GS1_185,10.5,15.1746031746,24.287641608,2
GS1_185.04,GS1_185,11.5,15.184944841,30.4261331249,2
GS1_185.05,GS1_185,10.8,15.5657292348,28.0368440646,2
GS1_185.06,GS1_185,13.2,14.9463806971,33.3848262492,2
GS1_186.01,GS1_186,10.6,12.0757180157,25.5976935225,2
GS1_186.01,GS1_186,12.7,17.4543163201,32.9868684827,13
GS1_186.02,GS1_186,13.6,15.1761517615,26.8999487415,2
GS1_186.02,GS1_186,12.7,16.25,30.6647164712,13
GS1_186.03,GS1_186,10.7,13.9534883721,22.6040781433,2
GS1_186.03,GS1_186,12.3,17.7165354331,34.2071899015,13
GS1_186.04,GS1_186,10,13.5101789019,23.6379928291,2
GS1_186.04,GS1_186,13.2,16.2459546926,31.7605340773,13
GS1_186.05,GS1_186,11,16.6221628838,22.9004163198,2
GS1_186.06,GS1_186,12.1,14.2948717949,27.5077591832,2
GS1_187.01,GS1_187,12.9,14.0102827763,26.6334315265,13
GS1_187.02,GS1_187,13.9,19.3569553806,27.8115914118,13
GS1_187.03,GS1_187,12.5,20.584498094,24.7034032283,13
GS1_187.04,GS1_187,12.7,17.2413793103,29.3573313296,13
GS1_187.05,GS1_187,10.8,15.4761904762,23.6370368539,13
GS1_187.06,GS1_187,11,12.7713920817,26.5660996153,13
GS1_188.01,GS1_188,9.6,11.4208021754,32.2033791373,11
GS1_188.02,GS1_188,12.9,16.1268556005,31.2678666377,11
GS1_188.03,GS1_188,10.7,12.6239259749,30.5713009176,11
GS1_188.04,GS1_188,12.9,15.6033287101,29.7655524202,11
