FruitID,Gid,Weight,Length,Width,Brix,DM,L,a,b
GS1_15.02,GS1_15,589.9,16,9,14.5,17,68.3,34,79.8
GS1_15.03,GS1_15,608.1,14.5,10,12.8,19.3,73.7,25.6,82.8
GS1_15.04,GS1_15,779.2,15.5,10,13,14.9,68.7,31.9,77.9
GS1_15.05,GS1_15,781.1,16,9.5,13.5,20.5,73,29.2,84.2
GS1_15.06,GS1_15,549.2,13.5,9.5,12.9,16.3,69.2,28.4,80.5
GS1_151.01,GS1_151,833,18,10.5,12.3,17.1,70.5,29.8,83
GS1_151.02,GS1_151,860.3,17,10.5,12.4,17.1,69.9,29.8,81.9
GS1_151.03,GS1_151,1506.3,22.5,12,12,15.8,73.2,28.8,81.8
GS1_151.04,GS1_151,1171,20,11.5,11.9,14.1,70,31.3,80.4
GS1_151.05,GS1_151,784.3,16.5,11,12.5,19.8,71.9,29.2,80.8
GS1_151.06,GS1_151,1058,21.5,10.5,8.3,10.1,68.8,31.5,78.2
GS1_152.01,GS1_152,764.5,16,10.5,12.5,14.8,73.7,28.5,70.3
GS1_152.02,GS1_152,670.2,15,10,9.3,10.7,72.9,27.6,67.7
GS1_152.03,GS1_152,586.1,16,9.5,10,11.8,73.1,27.9,67.6
GS1_152.04,GS1_152,532.1,14,10,11.7,14.5,73.1,27.6,65.3
GS1_152.05,GS1_152,411.5,13,9,12.9,17.1,69.3,30.7,71.9
GS1_152.06,GS1_152,267.2,11.5,7.5,11.5,13.9,72.2,28.1,68.1
GS1_153.01,GS1_153,787.7,18,9,11.7,11.5,70.9,28.8,72.5
GS1_153.02,GS1_153,1020.6,18.5,10,11.8,12.7,72.9,28.8,71
GS1_153.03,GS1_153,594.2,17,9,11.2,11.8,71.8,27.3,74.6
GS1_153.04,GS1_153,994.2,20.5,10,9.9,10.2,72.9,27.5,70.4
GS1_153.05,GS1_153,827.2,17.5,10,11.5,12.7,73.8,26.7,71.1
GS1_153.06,GS1_153,763,16.5,9.5,11.2,14,75.4,25.8,69
GS1_154.01,GS1_154,975,21,10.5,7.5,10.5,70.4,29,79.9
GS1_154.02,GS1_154,652.6,18,9.5,9.1,11.1,68.8,29.5,77.2
GS1_154.03,GS1_154,1080.8,20.5,11,9.1,9.8,70.4,28.5,78
GS1_154.04,GS1_154,1284.9,21.5,11.5,9.7,12,74.3,27,81.6
GS1_154.05,GS1_154,393.3,16,8,11.2,15.6,70.8,25.4,77.4
GS1_154.06,GS1_154,811.3,17.5,10.5,10.7,12.8,73,24.7,73.9
GS1_155.01,GS1_155,828.4,18,10,14,17,71.7,27.1,74.2
GS1_155.02,GS1_155,666.7,14.5,9,13.1,16.5,71.1,27.6,71.4
GS1_155.03,GS1_155,629.1,16.5,9,13.4,15.9,71.7,29.7,75.7
GS1_155.04,GS1_155,567.4,16,8.5,13.8,18.9,71.2,29.5,72.5
GS1_155.05,GS1_155,476.3,16,8,11.2,13.5,70.4,30.4,71.7
GS1_155.06,GS1_155,588.4,17.5,8.5,12.2,14.7,70,30.5,76.4
GS1_156.01,GS1_156,810.7,19,10.5,11.8,13.7,71.4,28.7,77.1
GS1_156.02,GS1_156,223.2,11,7,9.7,11.7,70.6,32,78.2
GS1_156.03,GS1_156,437.3,14.5,9,12.2,13.1,70.7,26.7,73.5
GS1_156.04,GS1_156,512.8,15.5,9,12.6,17.1,71.9,26.8,74.9
GS1_156.05,GS1_156,345.7,14,8,12.6,15.6,70,29,72.2
GS1_156.06,GS1_156,614.1,16.5,9.5,13.1,17,71.2,28,76.6
GS1_157.01,GS1_157,414.2,14.5,8.5,11.8,14.4,71.6,25.3,73.9
GS1_157.02,GS1_157,1023.4,17.5,10.5,11,16.3,71.9,26.5,77.2
GS1_157.03,GS1_157,437.9,13,8.5,11.4,15.4,73.6,24.8,72.5
GS1_157.04,GS1_157,613.1,15,8.5,10.8,14.2,72,27.5,76
GS1_157.05,GS1_157,344.7,12,8,11.8,13.5,74.1,24.8,72.5
GS1_157.06,GS1_157,474.3,13.5,8.5,10.7,14,74,24.2,73.4
GS1_158.01,GS1_158,1024.7,21,11.5,11.3,13.3,69.2,28.4,75.5
GS1_158.02,GS1_158,841,20.5,10.5,13,14.8,73.5,25.7,73.8
GS1_158.03,GS1_158,845.1,22,9.5,11.8,15.1,72.8,25.4,73.7
GS1_158.04,GS1_158,1117.8,22.5,11,10.8,12.7,72.4,25.7,73.2
GS1_158.05,GS1_158,1011.8,22,10.5,10.7,13.1,72.7,24.6,73.7
GS1_158.06,GS1_158,619.3,19,9.5,13.5,18.3,71.9,26.8,81.1
GS1_159.01,GS1_159,592,15.5,9,9.2,12.4,71.8,28.5,75.3
GS1_159.02,GS1_159,585.7,17,8,11.2,13.4,70.3,30.3,74.8
GS1_159.03,GS1_159,485,15,8,11.8,13.5,68.7,31.2,75.4
GS1_159.04,GS1_159,555.5,13.5,9,13.1,14.7,73.2,28.2,76.3
GS1_159.05,GS1_159,403.5,14,7.5,13.4,19,70.3,30.8,77.6
GS1_159.06,GS1_159,356.1,12,8,10.2,13.1,69.3,28.6,75.5
GS1_16.01,GS1_16,729.5,16,10,12.4,15.7,70.7,29.4,77.7
GS1_16.02,GS1_16,645.3,15,9.5,11.8,17.2,71,30,78.8
GS1_16.03,GS1_16,644.4,15,9.5,12.6,15.4,70.5,30,78.8
GS1_16.04,GS1_16,456.2,12.5,8,11.7,17.7,74.8,26.2,76.5
GS1_16.05,GS1_16,537.2,15,8.5,12.8,19.5,74.6,24.6,79.4
GS1_16.06,GS1_16,571.6,15.5,10,13.8,16.8,66.5,33.9,79.2
GS1_160.1,GS1_160,724.3,16,9.5,10.1,12.2,72.4,25.9,76.8
GS1_160.2,GS1_160,525.1,15.5,9,10.5,13.1,73.5,24.8,77.8
GS1_160.3,GS1_160,547.1,15,9.5,9.5,11.5,71.2,25.2,76.1
GS1_160.4,GS1_160,465.7,14.5,8.5,11.8,14.9,71.5,25.3,76.6
GS1_160.5,GS1_160,690.6,18.5,9.5,11.7,17.1,70.6,29.2,78.2
GS1_160.6,GS1_160,510.5,16,8.5,10.8,14.3,71.2,27.7,77.7
GS1_161.01,GS1_161,561.8,19.5,8.5,9.1,10,72.1,28.5,74.6
GS1_161.02,GS1_161,354,15.5,7.5,13.5,15.3,73.1,27.6,72
GS1_161.03,GS1_161,659.1,20,8.5,13.5,16.2,72.8,28.2,74.8
GS1_161.04,GS1_161,266.4,15,6.5,12.8,14.7,71,28.3,74.6
GS1_161.05,GS1_161,615.1,17,9.5,11.2,11.2,70.6,27.5,68.8
GS1_161.06,GS1_161,690.1,20,9.5,10.1,11,71.5,27.5,72.1
GS1_162.01,GS1_162,852.1,19.5,10.5,9,11.1,68.7,28.9,75.7
GS1_162.02,GS1_162,610.3,18,8.5,13.8,16,69.2,30.7,77.1
GS1_162.03,GS1_162,628.5,18.5,9,10,13,73.4,25.5,70.3
GS1_162.04,GS1_162,525.9,17,8.5,10.9,15.7,72.1,30.6,72.6
GS1_162.05,GS1_162,397,14,7.5,13.2,15.2,74,26.6,70.9
GS1_163.01,GS1_163,602.2,15,9.5,11.6,15.5,71.8,30.1,69.6
GS1_163.02,GS1_163,396.3,12.5,8.5,12.7,17.1,71,31.1,70.7
GS1_163.03,GS1_163,359.6,10.5,9,12.8,17.6,71.6,29.6,74.1
GS1_163.04,GS1_163,543.9,14.5,9,12.6,15,73.5,27.4,65.3
GS1_163.05,GS1_163,579.6,15.5,9,11.4,16,71.5,31.6,66.6
GS1_163.06,GS1_163,464.1,13.5,8.5,12.7,16,71.9,30.3,68.3
GS1_164.01,GS1_164,565.9,13.5,9.5,12.2,15.6,73.6,26.8,75.4
GS1_164.02,GS1_164,614.6,17.5,9,11.7,13.9,70.5,31.3,81
GS1_164.03,GS1_164,655,15.5,9.5,11.7,17.9,72.3,27.1,80.5
GS1_164.04,GS1_164,409.6,15,7.5,12.2,18.5,71.4,31.3,79.8
GS1_164.05,GS1_164,577.5,15.5,9.5,12.1,16.8,72.9,27.5,80.6
GS1_164.06,GS1_164,367.4,12.5,8.5,11.4,15.4,75.1,23,79.9
GS1_165.01,GS1_165,515.1,15,8,13.9,21.4,73.9,26.9,77.5
GS1_165.02,GS1_165,922.1,18.5,11,13,17.9,75.7,24.6,76.5
GS1_165.03,GS1_165,602.8,15,9.5,11,15.9,75.6,25.1,73.8
GS1_165.04,GS1_165,594.4,16,9,10.8,13.5,77.1,25.6,70
GS1_165.05,GS1_165,486,14,8,10.8,13.8,76.5,26,69.8
GS1_165.06,GS1_165,711.8,18.5,8,14.2,20.7,74.6,27.6,79.8
GS1_166.01,GS1_166,538.7,15.5,9,12,16.8,70.3,31.2,81.4
GS1_166.02,GS1_166,762.9,14.5,9.5,11.6,21.7,76.4,25.4,82.7
GS1_166.03,GS1_166,674.3,17,10,12.6,14.9,71.4,29.4,76.8
GS1_166.04,GS1_166,729,17,10,12,13.1,72.2,28.4,78.1
GS1_166.05,GS1_166,490.8,15,8.5,9.4,15.8,70.3,30,79.5
GS1_166.06,GS1_166,791.9,17,10.5,12.4,14.5,69.7,30.3,74.2
GS1_167.01,GS1_167,1424.1,21,11.5,11.4,17.1,71.3,28.2,73.2
GS1_167.02,GS1_167,667.2,16,9,12.9,16.5,73.9,29.1,75.2
GS1_167.03,GS1_167,1197.5,18.5,11.5,12.7,15.7,71.2,30.6,79.2
GS1_167.04,GS1_167,732.8,17,8.5,13.1,17.5,71.8,30.4,75.7
GS1_167.05,GS1_167,830.9,17.5,9,13.4,15.5,71.7,28.2,72.2
GS1_167.06,GS1_167,597.1,17,8.5,11.9,18,72.3,28.6,80.8
GS1_168.01,GS1_168,794.1,15.5,10,10.8,16.2,70.6,30.1,78.8
GS1_168.02,GS1_168,490.4,14.5,9,13.2,17.6,71,30.8,82
GS1_168.03,GS1_168,473.1,12.5,9,13.7,19.2,70.5,28.8,80.9
GS1_168.04,GS1_168,475.5,13,9,12.6,16.7,70.6,29,81.8
GS1_168.05,GS1_168,624.6,13.5,10.5,13.3,17.8,71.1,27.2,78.6
GS1_168.06,GS1_168,714.4,14.5,10,10.5,12.2,72.1,27.4,73.1
GS1_169.01,GS1_169,781.8,19,10,9.7,12.2,73.4,22.8,74.9
GS1_169.02,GS1_169,582.8,17,9,12.1,13.5,71.4,25,73.8
GS1_169.03,GS1_169,612.8,17.5,9,13.2,19.7,73.4,24,73.5
GS1_169.04,GS1_169,638.8,19,9,8.2,11,68.6,26.2,73.9
GS1_169.05,GS1_169,580.3,17.5,9,13.3,19.2,73.1,25.1,77.2
GS1_169.06,GS1_169,783.1,18,10.5,7.9,9.3,71.1,24.1,73.6
GS1_17.01,GS1_17,758.8,18.5,9,10.1,13.3,70.9,28.9,79.5
GS1_17.02,GS1_17,676.5,15,9.5,12.1,15.1,71.2,28.3,78.5
GS1_17.03,GS1_17,598.5,16,8,10.1,15.1,70.6,28.3,75.2
GS1_17.04,GS1_17,637.7,19.5,9,10.7,15,68.7,31.6,75.7
GS1_17.05,GS1_17,630.9,18,9,11.7,15,71.3,28.2,74.6
GS1_17.06,GS1_17,577.5,16,9,10.8,14.1,69.2,30.2,75.9
GS1_170.01,GS1_170,1067.8,17.5,10,11.6,13.7,73.1,23.4,72.8
GS1_170.01,GS1_170,1028.2,17.5,10.5,11.1,13.6,73.5,22.4,66.6
GS1_170.02,GS1_170,715.5,14.5,10,10.9,13.4,71.8,23.3,75.1
GS1_170.02,GS1_170,811.2,16,10.5,11.5,14.4,72.5,24.2,74
GS1_170.03,GS1_170,654.2,14,9.5,10.9,14.6,74.1,23.6,73.8
GS1_170.03,GS1_170,788.3,16.5,10,12.1,13.3,69.9,26.2,73.7
GS1_170.04,GS1_170,663.2,16,9.5,11.9,17.7,71.6,25.7,79.5
GS1_170.04,GS1_170,1047.6,17,11,11.8,14.2,72.9,25.2,74.9
GS1_170.05,GS1_170,647.8,16,8.5,11.7,13,70.2,24.2,72.3
GS1_170.05,GS1_170,1301,19.5,12,9.9,10.8,73.8,21.8,64.3
GS1_170.06,GS1_170,787.2,16,10,11.1,14.4,71.4,25.7,77.6
GS1_170.06,GS1_170,894,17,10.5,12.8,15.5,71.9,25.4,75.8
GS1_171.01,GS1_171,467,14,8,12,17.6,72.3,27.1,76.7
GS1_171.01,GS1_171,582.7,14.5,9.5,13.2,15.4,69.8,28.8,74.4
GS1_171.02,GS1_171,407.4,12.5,8.5,11.9,16.3,69,27.4,76.8
GS1_171.02,GS1_171,495.4,14.5,8.5,12.6,15.7,68.8,28.9,76.1
GS1_171.03,GS1_171,528.7,13.5,9.5,10.2,14.6,71.7,25.5,71.4
GS1_171.03,GS1_171,696.9,14.5,9.5,12.5,16.7,71.7,27.6,76.5
GS1_171.04,GS1_171,380.1,12.5,7.5,13.4,19.5,72.6,26.6,68.2
GS1_171.04,GS1_171,473,14,8.5,13,17.5,66.7,27.9,74.3
GS1_171.05,GS1_171,576.4,14.5,8.5,13,15.1,71.2,29.9,77
GS1_171.05,GS1_171,600.2,14.5,9,11.5,14.6,72.1,27.8,74.4
GS1_171.06,GS1_171,496.5,15,8,12.7,15.3,71.9,27.7,71.6
GS1_171.06,GS1_171,293.6,13.5,7,11.5,14.6,68.9,29.8,76.2
GS1_172.01,GS1_172,466.1,15.5,9,12.9,22.9,73.4,27,82.6
GS1_172.02,GS1_172,602.7,15,9,11.2,16.7,72.2,26.8,80.8
GS1_172.04,GS1_172,507.7,13.5,9,13.3,21.7,74.4,25.4,81.6
GS1_172.05,GS1_172,786.9,17,9.5,7.7,15,71.2,29,80.5
GS1_172.06,GS1_172,850.7,17.5,10,11.7,13.8,71.8,29.2,79.4
GS1_173.01,GS1_173,408.4,16,8,14.3,22.3,72.5,30.7,79.1
GS1_173.02,GS1_173,466.2,14,8.5,11.6,15.3,73.2,28.1,74.9
GS1_173.03,GS1_173,661.6,17,10,12.2,15.1,71.1,28.1,76.9
GS1_173.04,GS1_173,439.3,14.5,9,12.7,13.8,71.1,27.4,78.7
GS1_173.05,GS1_173,505.5,13.5,9,12.3,16.3,72.2,27.4,79.9
GS1_173.06,GS1_173,621.5,16.5,9.5,11.3,17.3,73.1,25.5,80.2
GS1_174.01,GS1_174,610.1,15.5,9.5,15,19,72.4,30.7,77
GS1_174.02,GS1_174,855.6,16.5,10.5,12.2,16.7,70.4,27.7,81.4
GS1_174.03,GS1_174,838.4,15,11,10.8,16.2,72.8,28.1,77.2
GS1_174.04,GS1_174,816.7,16.5,10,13,18.4,72.9,27.7,82.7
GS1_174.05,GS1_174,733.5,13.5,11,12.2,17.5,73,27,83.2
GS1_175.01,GS1_175,294.5,12,7.5,11.4,18.1,71.9,27.1,73.3
GS1_175.02,GS1_175,461.4,14.5,8,10,14.9,72.1,27.3,70.9
GS1_175.03,GS1_175,459,13.5,8.5,10.7,17.5,72.6,26.4,72.2
GS1_175.04,GS1_175,732.2,14.5,10.5,11.2,17.5,73.6,24.7,74.2
GS1_175.05,GS1_175,638.9,15,9,10.8,17.5,75.4,22.2,68
GS1_175.06,GS1_175,606.5,15,9,10.7,16.1,73.9,23.9,70.7
GS1_176.01,GS1_176,503.9,14,8.5,11.8,17.2,73.1,23.6,78.1
GS1_176.02,GS1_176,534,12.5,9,9.9,15.8,70.2,24.9,81.2
GS1_176.03,GS1_176,658.7,14.5,9.5,9.6,14.7,71.8,25.1,79.8
GS1_176.04,GS1_176,622.1,14,9,10.4,13.8,72.5,24.5,76.7
GS1_176.05,GS1_176,540.4,13,8.5,13,15.4,71.8,23.9,73.8
GS1_176.06,GS1_176,557.5,14.5,8,12.1,14.5,69.6,25.8,78.6
GS1_177.01,GS1_177,805.1,16,9.5,11.5,18,70.5,30.2,81.4
GS1_177.02,GS1_177,574.7,14,9,11.6,15.5,73.2,24.6,79
GS1_177.03,GS1_177,933.1,16,10,11.1,13.2,71.4,28.4,79.5
GS1_177.04,GS1_177,242.1,11.5,6,12.1,19.8,73.8,30,78.3
GS1_177.05,GS1_177,575,15,8.5,11.4,16.5,73,28.5,78.7
GS1_177.06,GS1_177,578,12,9,14.2,16.8,73.5,27.1,81.5
GS1_178.01,GS1_178,749.2,17,10,12.6,14.6,70.8,26.8,80.8
GS1_178.02,GS1_178,659.4,17,9.5,10.7,17.1,71,27.6,82.4
GS1_178.03,GS1_178,578.5,15,9.5,11,15.4,71.5,26.6,82.9
GS1_178.04,GS1_178,841.1,18,10,6.2,11.9,71.8,25.9,78.1
GS1_178.05,GS1_178,525.8,15.5,9,12.4,15.2,67.7,29.5,79
GS1_178.06,GS1_178,604.2,15,9,10.6,12.2,69.7,29.2,79.6
GS1_179.01,GS1_179,704.7,16.5,9.5,12.3,15,69.8,31.9,79.5
GS1_179.02,GS1_179,441,14,8,14.5,17.6,70.3,29.8,78.3
GS1_179.03,GS1_179,814.8,16,9.5,13.1,15.3,69.2,32,79.4
GS1_179.04,GS1_179,710.5,16.5,9,14.2,18.5,68.7,32.2,78.2
GS1_179.05,GS1_179,572.8,16,8.5,13.3,20.7,69.3,31,79.9
GS1_179.06,GS1_179,747.4,17.5,10,13.8,22,70.6,29.5,79.6
GS1_18.01,GS1_18,535.6,14.5,9,12.8,17.4,70,30,74.9
GS1_18.02,GS1_18,645.4,15.5,9,12.2,15.6,70.3,28.8,74.3
GS1_18.03,GS1_18,576.3,14,9,10.9,14.9,70.9,30.9,74.6
GS1_18.04,GS1_18,938.3,18,10.5,9.7,14.4,71.2,29.5,79.1
GS1_18.05,GS1_18,548.9,14.5,9,13.4,19.4,72.2,27.7,79.3
GS1_18.06,GS1_18,550.5,15,8,13.2,19.2,71.7,27.5,80.5
GS1_180.1,GS1_180,867.5,17.5,9.5,10.3,14.2,73.7,27.2,74.4
GS1_180.2,GS1_180,801.9,15,10,10,12.3,71.8,21.8,73.2
GS1_180.3,GS1_180,728.8,15.5,10,10.3,12.5,71.6,28.3,77.1
GS1_180.4,GS1_180,553.6,14.5,9,10.8,14.2,73.2,27.4,75.1
GS1_180.5,GS1_180,590.7,15,9,11.1,12.8,73.9,26.8,78.6
GS1_180.6,GS1_180,678.5,15.5,9,10.8,12.4,70.5,29.6,75.8
GS1_181.01,GS1_181,806.2,17.5,9.5,10.9,14.2,71.6,28.9,75.2
GS1_181.02,GS1_181,547,15,8.5,11.7,15.1,70.1,30.3,76.8
GS1_181.03,GS1_181,506.3,15.5,9,12,15.4,69.9,29.6,76.3
GS1_181.04,GS1_181,666.9,16.5,9,11.5,14.9,70.5,30.5,76.7
GS1_181.05,GS1_181,655.2,15.5,9,11.9,14.1,72.4,27.4,76.3
GS1_181.06,GS1_181,510,14,9,13.2,15.6,70.2,31.9,74.6
GS1_182.01,GS1_182,1376.9,17,12,11.2,13.1,73.1,24.7,73
GS1_182.02,GS1_182,1061.1,17,10,11.4,14.3,73.4,24.1,72.8
GS1_182.03,GS1_182,546.7,14,9,12.8,13,71.8,26.1,73.9
GS1_182.04,GS1_182,1390,21,11,10.4,11.6,71.6,26.3,76
GS1_182.05,GS1_182,869.1,16,10,10.9,13.4,75.9,24,75.2
GS1_182.06,GS1_182,723.5,15.5,10.5,12.5,14.6,71.6,27.8,76.9
GS1_183.01,GS1_183,712.4,18,10,10.2,11.3,68.9,30.4,76.6
GS1_183.02,GS1_183,870.7,19,10.5,9.6,13.1,71.7,30.6,80.9
GS1_183.03,GS1_183,708.4,17,9.5,10.1,13.9,70.1,30.6,79.4
GS1_183.04,GS1_183,597.5,16.5,9.5,7.6,9.5,68.8,31.6,78.1
GS1_183.05,GS1_183,767.8,17.5,10,8.3,9.7,69.6,30.8,77.9
GS1_184.01,GS1_184,974.5,16,11.5,10.7,12.4,72.4,28.7,79.4
GS1_184.02,GS1_184,862.3,16,10,12.5,13.9,72.1,30.7,79.5
GS1_184.03,GS1_184,832.6,16,10.5,10.5,17.4,78.5,22.1,86.2
GS1_184.04,GS1_184,912.4,15,11,10.6,18.8,76.5,23.4,83.3
GS1_184.05,GS1_184,976.8,17,11,12.5,13.3,72,28.8,80.5
GS1_184.06,GS1_184,1051,19,10.5,11,13.2,66.4,33.2,78.3
GS1_185.01,GS1_185,672,17,10,10.9,13.9,72.7,28.3,76.5
GS1_185.02,GS1_185,535.6,13,9.5,9,16.3,73.6,27.2,68.2
GS1_185.03,GS1_185,584.5,18,9,10.5,15.2,74.5,24.3,76.3
GS1_185.04,GS1_185,505.2,15.5,9,11.5,15.2,70.5,30.4,72.2
GS1_185.05,GS1_185,577.2,15,9.5,10.8,15.6,72.4,28,73.6
GS1_185.06,GS1_185,529,16.5,8,13.2,14.9,69.5,33.4,73
GS1_186.01,GS1_186,708.3,15.5,10,10.6,12.1,74.4,25.6,67.1
GS1_186.01,GS1_186,1102.2,19,11.5,12.7,17.5,69.9,33,76.7
GS1_186.02,GS1_186,560.7,15,9,13.6,15.2,72.3,26.9,66
GS1_186.02,GS1_186,679.1,16.5,9.5,12.7,16.2,70.8,30.7,78.1
GS1_186.03,GS1_186,605.9,14.5,9.5,10.7,14,73.9,22.6,64.4
GS1_186.03,GS1_186,527,14,8,12.3,17.7,70.2,34.2,78.3
GS1_186.04,GS1_186,589,16.5,10,10,13.5,70.6,23.6,70.2
GS1_186.04,GS1_186,722.8,15.5,9,13.2,16.2,68.4,31.8,77.3
GS1_186.05,GS1_186,527.8,15.5,9,11,16.6,77,22.9,68
GS1_186.06,GS1_186,805.2,18.5,9.5,12.1,14.3,72,27.5,69.6
GS1_187.01,GS1_187,765.1,16.5,10,12.9,14,72,26.6,75.5
GS1_187.02,GS1_187,653.1,21.5,8.5,13.9,19.4,71,27.8,81.1
GS1_187.03,GS1_187,543.6,16.5,9.5,12.5,20.6,73.8,24.7,81.2
GS1_187.04,GS1_187,548.4,15.5,9,12.7,17.2,70,29.4,78.5
GS1_187.05,GS1_187,352.5,16,8,10.8,15.5,72.4,23.6,78.1
GS1_187.06,GS1_187,465.4,16.5,8.5,11,12.8,70.9,26.6,75.6
GS1_188.01,GS1_188,357.5,16,7,9.6,11.4,67,32.2,76.1
GS1_188.02,GS1_188,1058,22,10.5,12.9,16.1,69.4,31.3,78.5
GS1_188.03,GS1_188,568,19.5,9,10.7,12.6,64.4,30.6,74.1
GS1_188.04,GS1_188,865.1,20.5,10,12.9,15.6,72.2,29.8,80.5
GS1_189.01,GS1_189,679.4,17,9.5,11.3,14.5,70.4,28,77.3
GS1_189.02,GS1_189,1076.6,21,10.5,10.8,14.7,71,28.3,79.4
GS1_189.03,GS1_189,796.2,17,9.5,9.1,10.2,72.4,26.6,75.3
GS1_189.04,GS1_189,577.3,16,8,10.6,14.6,70.1,30.4,77.7
GS1_189.05,GS1_189,663.9,17.5,9,10.9,12.6,69.9,29.4,74.5
GS1_189.06,GS1_189,803.3,17,9,10.2,12.7,71.5,28.8,77.2
GS1_19.01,GS1_19,595.4,16,9,12.5,15.3,69.9,31,79.8
GS1_19.02,GS1_19,682.4,15.5,9,10.4,15.8,73.2,27.9,78
GS1_19.03,GS1_19,891.9,17,10,9.5,16.6,71.6,29.4,80
GS1_19.04,GS1_19,576,14.5,9,13.8,16.6,70.6,30.1,78.3
GS1_19.05,GS1_19,839.1,17.5,9.5,8.6,13.3,69.1,33.2,78.1
GS1_19.06,GS1_19,872.3,16,10,12.4,15,70.7,29.7,80.4
GS1_190.01,GS1_190,512.3,14,8,12.3,17.4,71.8,26.9,77.5
GS1_190.02,GS1_190,594.2,14.5,9,10.8,13.3,72.7,24.2,73.7
GS1_190.03,GS1_190,676.6,14.5,9,11.8,17.7,72.4,26.6,76.5
GS1_190.04,GS1_190,514.5,13,8.5,12.8,17.1,72,26.6,76.9
GS1_190.05,GS1_190,619.6,15,9,11.6,16.9,72.2,25.9,74.7
GS1_190.06,GS1_190,689.5,15.5,9.5,11.4,14.4,71.9,26.5,76.6
GS1_191.02,GS1_191,398.5,16.5,8,9.4,12.8,68.9,33.5,77.1
GS1_192.01,GS1_192,721.2,18.5,9,10.8,13.4,72.6,27.2,81.5
GS1_192.02,GS1_192,329.7,13.5,7,10.5,14.5,76.5,22.4,74.1
GS1_192.03,GS1_192,1061.4,19,10.5,11.2,15.2,75.2,22.8,80.8
GS1_192.04,GS1_192,824.7,14.5,10,9.7,12.9,72.1,28.6,77.5
GS1_192.05,GS1_192,791.4,15.5,10.5,10.7,15.1,74.3,24.2,79.7
GS1_192.06,GS1_192,667.4,16,10,11.4,12.7,75.8,23,76.9
GS1_193.01,GS1_193,625.7,16,9,9.9,12,74,24.6,71.5
GS1_193.02,GS1_193,734.8,16,9.5,9.8,11.5,75,24.1,74.1
GS1_193.03,GS1_193,747.7,17,9,10.7,12.5,72.9,27.4,75.4
GS1_193.04,GS1_193,729.4,18,9.5,9.8,10.3,73.6,25.2,75.6
GS1_193.05,GS1_193,436.8,15.5,8,11.4,13.6,71.6,27.3,75
GS1_193.06,GS1_193,616.7,16,9,9.8,12.1,73.1,26,79.2
GS1_194.01,GS1_194,582.3,14,9.5,10.9,16.2,74.6,27.3,77.7
GS1_194.02,GS1_194,969.4,17,10,11.7,14.8,71.6,29.2,76.4
GS1_194.03,GS1_194,581.2,16,8.5,11,15,69.4,28.9,76.5
GS1_194.04,GS1_194,460.8,14,8.5,11,16,71.3,29.5,79
GS1_194.05,GS1_194,682.5,15.5,9.5,10.6,13.5,72.6,27,77.1
GS1_194.06,GS1_194,660.8,14.5,9.5,10.9,12.3,72.5,27.2,75.1
GS1_195.01,GS1_195,535.1,13.5,8,13.3,17.8,68.2,31.3,80.6
GS1_195.02,GS1_195,530.7,12.5,9,15,19.2,67.8,32.9,80.9
GS1_195.03,GS1_195,693.6,14,9,13.4,18.4,69.5,29.5,76.5
GS1_195.04,GS1_195,878.1,16,9.5,12.1,15.3,67.6,33.3,78.6
GS1_195.05,GS1_195,550.5,14.5,9,13.7,17.7,66.9,33.3,78.8
GS1_195.06,GS1_195,462,14.5,8.5,13.4,17.9,64.2,35.5,74.4
GS1_196.01,GS1_196,653.1,14.5,9.5,12.4,15.4,69.9,30.5,77.4
GS1_196.02,GS1_196,420.3,13,8,8.7,9.8,68.7,32,75.2
GS1_196.03,GS1_196,579.3,15,9,12.2,15.3,69.7,31.2,77.5
GS1_196.04,GS1_196,503.2,13,8.5,9.1,10.7,68.5,32.3,76.9
GS1_196.05,GS1_196,637.5,14.5,9,9,9.8,69.5,29.5,73.8
GS1_196.06,GS1_196,457.2,14,8,7.9,9.6,69,32.4,75.9
GS1_197.01,GS1_197,698.6,15,9.5,13.9,18.2,71.4,33.8,81.4
GS1_197.02,GS1_197,853.6,16,10,10.8,15.2,74.8,25.8,82.7
GS1_197.03,GS1_197,470.3,14.5,8,14.6,23.5,72.9,31.4,80.7
GS1_197.04,GS1_197,915.2,16,10.5,11.8,14.3,77.3,24.5,80.8
GS1_197.05,GS1_197,803.5,16,8.5,13.9,16,69.9,30.8,80.6
GS1_197.06,GS1_197,590.4,14,8.5,11.1,16,71,29.3,79.2
GS1_198.01,GS1_198,610,16,9.5,11.8,18.6,72.9,27.8,74.4
GS1_198.02,GS1_198,635.1,16,10,11.3,18.2,73.9,27.4,72.7
GS1_198.03,GS1_198,855.4,18.5,9,12.4,16.4,71.9,28.9,72.7
GS1_198.04,GS1_198,787.1,19,10,14.2,19.9,69.7,31.2,75.7
GS1_198.05,GS1_198,483.2,16,9.5,11.5,18.3,69,28.8,75.9
GS1_199.01,GS1_199,835,17,9,12.4,17.5,72.1,31,75.5
GS1_199.02,GS1_199,1038.7,17,10.5,11.7,17.4,69.8,29.6,72.9
GS1_199.03,GS1_199,797.2,17.5,9,14.6,18.3,70.1,31.1,75.8
GS1_199.04,GS1_199,738.8,17,9,11.2,17.8,70.3,31.7,76.1
GS1_199.05,GS1_199,813.9,20,9.5,12.2,14.5,70.5,30.3,77.1
