FruitID,Gid,Weight,Length,Width,Brix,DM,L,a,b
GS1_58.05,GS1_58,528.8,14,8,13,15.6,71.6,30.1,73.8
GS1_58.06,GS1_58,630.9,16.5,8,12.4,16.5,70.8,31.3,77.7
GS1_59.01,GS1_59,707.7,16,9.5,11.7,13,72.2,31.7,71.5
GS1_59.02,GS1_59,375.6,13,8,13.6,20.2,71.5,31.6,77.6
GS1_59.03,GS1_59,704.3,15.5,9,11.4,13.9,70.4,32.9,71
GS1_59.04,GS1_59,539.4,15.5,9,11,15,69.9,34.3,67.8
GS1_59.05,GS1_59,729.6,17,9.5,10.7,12.3,68.6,34.5,72.2
GS1_59.06,GS1_59,511,15,9,9.4,11.5,67.8,32.8,72.3
GS1_6.01,GS1_6,755.7,16.5,9.5,11,13.4,74.1,24,70.7
GS1_6.02,GS1_6,850.6,18,10,10,12.7,72.2,26.3,75.7
GS1_6.03,GS1_6,790.7,17,9.5,11.8,16.5,72.8,26.5,72.3
GS1_6.04,GS1_6,769.5,17.5,10,10.1,14.4,73.1,25.2,70.7
GS1_6.05,GS1_6,822.1,17.5,9.5,11,16.3,72.8,27,76.5
GS1_6.06,GS1_6,678.1,15.5,9,12.5,19.7,76.3,22.5,77
GS1_60.01,GS1_60,761.2,18.5,9.5,12.4,14,72.3,29.4,77
GS1_60.02,GS1_60,909.6,20,10,13.3,13.8,72.8,27.9,77
GS1_60.03,GS1_60,934.7,18.5,10.5,9,11.2,74.2,27.6,73.3
GS1_60.04,GS1_60,874.2,20,10.5,11.6,12.3,71.8,29,75.1
GS1_60.05,GS1_60,634.6,17.5,9,12.8,14.8,72.5,29.5,75.7
GS1_60.06,GS1_60,769.2,18.5,10,11.8,12.1,73.3,26.3,74.1
GS1_61.01,GS1_61,1303,20.5,10.5,11.1,16.9,71,28.6,72.6
GS1_61.02,GS1_61,901.4,18.5,9.5,11.2,15.3,70.9,28.9,72.9
GS1_61.03,GS1_61,1050.4,17,11,11.8,13.1,70.9,27.6,72
GS1_61.04,GS1_61,964.5,16.5,9.5,12.8,15.8,73.3,26.8,69.6
GS1_61.05,GS1_61,987.6,16.5,10.5,11.6,12.6,74.5,24.9,66.8
GS1_61.06,GS1_61,765.9,15,10,14.2,18.3,72.4,28.7,66.5
GS1_62.01,GS1_62,858.8,18.5,10,11.3,12.8,72.8,27.5,76.9
GS1_62.02,GS1_62,840.9,18,10,9.5,13.8,73.1,28.3,79.1
GS1_62.03,GS1_62,870.6,18,9.5,11.2,13.5,72.1,28.7,77.3
GS1_62.04,GS1_62,864.8,17.5,10.5,12.7,17.1,72.1,27.4,78.6
GS1_62.05,GS1_62,725.5,16,9.5,11.3,13.3,71.9,30.4,78.3
GS1_62.06,GS1_62,802.2,16.5,10,11.7,18.2,74.3,25.8,76.4
GS1_63.01,GS1_63,1158.4,19,11,10.1,14.3,73.7,27.6,77
GS1_63.02,GS1_63,890.9,18,10,12.6,16.5,71.8,28.1,78.1
GS1_63.03,GS1_63,944.1,17,10.5,13,17.6,74.1,24.8,73.6
GS1_63.04,GS1_63,927.6,18,10,11,15.5,69.5,27.6,77.1
GS1_63.05,GS1_63,1179.2,18,11,11.9,15,73,26.7,76.4
GS1_63.06,GS1_63,1350.1,19,11.5,11.3,15.6,74.9,24.3,73.7
GS1_64.01,GS1_64,1304.9,21,11.5,11.2,14.6,72.2,29.9,81.3
GS1_64.02,GS1_64,1409.1,20,11,11.4,13.3,74,29.1,77.8
GS1_64.03,GS1_64,932.2,18,10.5,12.9,15.9,73.2,25.9,80.9
GS1_64.04,GS1_64,1327,19,11,12,16.7,72.9,27.2,76.8
GS1_64.05,GS1_64,1312,22,11.5,12.5,14.8,71.4,28.4,78.9
GS1_64.06,GS1_64,1092.7,17.5,11,8,16.6,73.6,29.3,79.3
GS1_65.01,GS1_65,434.5,13,8.5,10.9,12.4,73.3,24.9,72.4
GS1_65.02,GS1_65,548.2,17.5,8,11.2,13.1,72.2,26.8,70.4
GS1_65.03,GS1_65,768.6,17,9,10.5,12,74,25.2,67.6
GS1_65.04,GS1_65,671.6,15.5,9,10.2,12.2,74.5,24.6,71.5
GS1_65.05,GS1_65,620.7,16,8.5,10.7,11.6,72.2,26.9,74.4
GS1_65.06,GS1_65,623.7,14.5,9.5,10.6,12.1,73.1,22.9,68.3
GS1_66.01,GS1_66,427.4,16.5,7.5,11.4,14.2,68.2,28.9,73.1
GS1_66.02,GS1_66,887.5,20.5,9.5,11.6,13.8,71.5,25.1,72.1
GS1_66.03,GS1_66,996.4,17.5,11,14.5,17.2,71.3,28.2,77.9
GS1_66.04,GS1_66,1060.3,21.5,10,12.6,15.1,69.9,28.2,73.3
GS1_66.05,GS1_66,802.8,17,10,12,14.9,73.8,25.2,78.6
GS1_66.06,GS1_66,842.3,18.5,9,13.1,16.4,71.8,27.4,74.1
GS1_67.01,GS1_67,808.3,14.5,11,12.4,14.1,71.3,29.5,79.9
GS1_67.02,GS1_67,644.3,13.5,9.5,13.2,14.6,70.6,31.1,80.7
GS1_67.03,GS1_67,991.9,15.5,11,13,14.5,69.7,31,78.5
GS1_67.04,GS1_67,1157.3,15,12.5,12.3,13.9,72.3,28.1,77.7
GS1_67.05,GS1_67,1007.1,14,11.5,11.1,14.3,70.9,29.4,78.8
GS1_67.06,GS1_67,880.1,14,11,11.8,13.6,72,28.5,78.1
GS1_68.01,GS1_68,402,13.5,8,12.1,17.6,68.3,29.9,77.9
GS1_68.02,GS1_68,661.4,17,9,13.4,16.8,69.8,29.5,79.9
GS1_68.03,GS1_68,685,15.5,9,12.3,14.3,70.2,28.8,74.5
GS1_68.04,GS1_68,850.7,16.5,9.5,10.6,14.3,69.9,29.4,79
GS1_68.05,GS1_68,879.8,18,10,12.2,15.2,69,29,77.7
GS1_69.01,GS1_69,782.5,17.5,10,13.8,16.8,67.7,33.1,76.7
GS1_69.02,GS1_69,830.5,20,9.5,13.9,16.9,69.2,32.7,78.3
GS1_69.03,GS1_69,1320.2,22.5,10.5,13.9,16.7,67.3,33.5,77.8
GS1_69.04,GS1_69,703,17.5,9,12.6,16.8,67,33.5,78.2
GS1_69.05,GS1_69,557,17,8.5,14.2,17.5,64.5,36,75.7
GS1_69.06,GS1_69,809.8,16,10,14.5,18.2,66.1,34.3,76.4
GS1_7.04,GS1_7,576,15,9,11.4,15.3,70.2,28.3,77.4
GS1_7.05,GS1_7,629.4,15,9,13,21,75,24,83.7
GS1_7.06,GS1_7,778.3,14.5,9.5,13.3,13.9,70.7,30.8,80.4
GS1_70.01,GS1_70,853.3,16,10,11.2,13.5,73.3,26,76.7
GS1_70.02,GS1_70,640.7,16,9.5,11.1,14.7,71.6,25,75.2
GS1_70.03,GS1_70,1155.3,19,10.5,10.1,12,74.1,27.2,79
GS1_70.04,GS1_70,823.3,15.5,10,9.9,14.3,73.3,25.9,74.9
GS1_70.05,GS1_70,785.3,16.5,9.5,11.8,15.1,71.7,26,80.3
GS1_70.06,GS1_70,996.2,16.5,11.5,10.3,12.6,71.2,27.7,78.8
GS1_71.01,GS1_71,598.6,17,10,13,15.4,73.5,29.1,76.2
GS1_71.02,GS1_71,632.6,16,9,13.9,17.1,73.9,29,74.6
GS1_71.03,GS1_71,431.2,16,8,12.7,17.9,70.7,31.1,79.2
GS1_71.04,GS1_71,593.7,17.5,8.5,13.9,17.4,75.1,27.9,72.5
GS1_71.05,GS1_71,489.5,16,8,14.3,17.2,73.5,28.9,72.9
GS1_71.06,GS1_71,500.9,17,8,13.6,15.6,72,30.3,73.6
GS1_72.01,GS1_72,600.8,17.5,9,15.1,20.5,69.9,34.5,74
GS1_72.02,GS1_72,397.3,15,9,13.8,17,70,33.3,77
GS1_72.03,GS1_72,684.8,17.5,9,5.6,6.2,68.6,32,76.3
GS1_72.04,GS1_72,428,14.5,8.5,14.9,18.1,74.9,20.3,61.9
GS1_72.05,GS1_72,641.2,17.5,9.5,9.1,18.7,67.5,34,76.1
GS1_72.06,GS1_72,923.2,18,10.5,15.2,17,68.2,34.2,75.3
GS1_73.01,GS1_73,1045.9,21,11.5,11.8,13.4,75.2,24,76
GS1_73.02,GS1_73,558.7,15,8.5,11.4,13.3,76.2,21.3,72.9
GS1_73.03,GS1_73,824.9,19,10.5,8.9,10,70.8,27.2,78.1
GS1_73.04,GS1_73,979.1,18.5,10.5,11.3,14.2,74,27.1,80.7
GS1_73.05,GS1_73,788.5,17,10,9.2,12.1,73.4,26.7,80
GS1_73.06,GS1_73,685.3,16,9.5,11.7,13.3,75.9,21.4,74.2
GS1_74.01,GS1_74,934.9,19.5,10.5,10.9,13.4,72.3,29.2,73.2
GS1_74.02,GS1_74,598.4,17.5,9.5,10,12.4,70,30.8,76.3
GS1_74.03,GS1_74,781.5,17.5,10.5,10.8,13.7,71.4,27.3,71.9
GS1_74.04,GS1_74,809.3,17,10.5,10.9,12.4,70.8,30.3,74.3
GS1_74.05,GS1_74,1042.6,20,11,10.5,10.8,70.8,28.8,71.7
GS1_75.01,GS1_75,404.2,14.5,8,11.2,13.8,70,30.5,76.4
GS1_75.02,GS1_75,466,13.5,9,12.9,20.2,71.9,30.5,82.2
GS1_75.03,GS1_75,642.9,15,9.5,11.8,15.8,70.1,31.4,81.2
GS1_75.04,GS1_75,695.9,15.5,9,11.5,16.5,72.4,30,82.4
GS1_75.05,GS1_75,742,17,10,12.1,14.2,71.4,30.9,81.3
GS1_75.06,GS1_75,705.4,16.5,10,11.3,14.7,70.8,30,78.7
GS1_76.01,GS1_76,770.5,15.5,9,10.6,12.7,76.7,24.8,64.4
GS1_76.02,GS1_76,420.7,12.5,8,11,17.2,73.2,29.3,79
GS1_76.03,GS1_76,530.7,13.5,8.5,13.5,14.8,73.7,27.3,68.1
GS1_76.04,GS1_76,606.1,12.5,9,12.6,17.9,75,26.9,72
GS1_76.05,GS1_76,503.9,13.5,8,10.9,14.4,73,29.7,73.3
GS1_76.06,GS1_76,666.3,15,9,12.1,14.2,73.3,27.3,68.4
GS1_77.01,GS1_77,1446.5,20.5,11,11.2,14.6,72.3,26.3,80.1
GS1_77.02,GS1_77,1192.5,17.5,11.5,12,15.4,72.4,27.3,82.2
GS1_77.03,GS1_77,970.6,18.5,10.5,14.2,17.3,71.8,28,79.1
GS1_77.04,GS1_77,795.6,17.5,9,12,15.8,69.6,31,80
GS1_77.05,GS1_77,1184.7,19.5,10.5,12.3,14.6,72,27.6,81.4
GS1_77.06,GS1_77,1037.7,16.5,11,11.8,16.4,72.5,26.6,80.3
GS1_78.01,GS1_78,563.4,15.5,9.5,11.4,14.3,68.6,28.8,77.3
GS1_78.02,GS1_78,883.1,18.5,10.5,10.6,13.3,70.2,28.3,75.8
GS1_78.03,GS1_78,545.4,15,9.5,12.1,19.2,68.1,31.8,76.9
GS1_78.04,GS1_78,775.1,18.5,9.5,12.2,15.7,68.8,31,78.1
GS1_78.05,GS1_78,633.7,17.5,9.5,11,13.4,68.6,29.7,76.3
GS1_78.06,GS1_78,973.6,18,11,11.3,13.5,70,28.9,77.4
GS1_79.01,GS1_79,782.9,18.5,10,12.8,16,72.3,27.5,76.7
GS1_79.02,GS1_79,456.2,16,8.5,10.4,12,68.1,32.4,77.7
GS1_79.03,GS1_79,233.8,18,8.5,14,15.3,69.3,32.4,77.4
GS1_79.04,GS1_79,531.9,16,9.5,13.6,18.2,71.5,29.1,80.7
GS1_79.05,GS1_79,497.7,17.5,8.5,13.8,14.2,66.8,33.1,75.4
GS1_79.06,GS1_79,726,19,9.5,12.5,16.3,70.3,30.6,78.8
GS1_8.01,GS1_8,808.7,16.5,10.5,11.4,18.1,73.8,26.9,74.2
GS1_8.01,GS1_8,751.8,16,9,10.6,14.1,73.6,26.1,71.4
GS1_8.02,GS1_8,1139.6,19,10.5,11.7,14.1,75.8,25.3,70
GS1_8.02,GS1_8,1333.1,18.5,12.5,10.7,12.3,75,25.3,72.1
GS1_8.03,GS1_8,868.9,16,11,11.2,18.1,75.8,24.4,71.5
GS1_8.04,GS1_8,1245.4,21,11.5,9.9,10.6,72.8,27.8,74.5
GS1_8.05,GS1_8,1001,19.5,11,10.5,13.5,73.1,26.9,74.5
GS1_8.06,GS1_8,1053.1,20.5,11.5,10.5,14.6,74.1,25.5,72.2
GS1_80.01,GS1_80,617.5,17.5,9,11.9,16.9,72.3,29,78.7
GS1_80.02,GS1_80,884.5,20,10.5,9.3,11.3,70.2,29.5,77.1
GS1_80.03,GS1_80,624.8,18.5,9,10.9,16.2,73.6,26.8,76.6
GS1_80.04,GS1_80,744,16,10,11.5,16,73.6,30,76.4
GS1_80.05,GS1_80,408.8,14,8,10.7,19.3,74.2,25.6,82.3
GS1_80.06,GS1_80,611.9,17,8,10.7,13.1,73.9,29,75.4
GS1_81.01,GS1_81,1007.7,16.5,10,11.6,12.6,69.8,28.4,72.8
GS1_81.02,GS1_81,725.7,15,9.5,9.8,13.8,70.6,25.9,74.4
GS1_81.03,GS1_81,869.3,16,10.5,10,13.6,71.1,27.3,76.3
GS1_81.04,GS1_81,804.2,15.5,10,11.6,13.8,69.5,29.1,76.3
GS1_81.05,GS1_81,635,13.5,9.5,12.1,14.8,68.3,28.1,72.3
GS1_81.06,GS1_81,592.1,13.5,9.5,11.8,15.2,70.7,28.1,75.8
GS1_82.01,GS1_82,627.6,19,8.5,12.1,18,73.1,24.6,78.2
GS1_82.02,GS1_82,527.6,17,8,13.1,15.5,72.7,26.6,74.3
GS1_82.03,GS1_82,764.2,19.5,10,9.6,13.9,71.1,25.5,76
GS1_82.04,GS1_82,470.4,14,9,11.5,16.3,72.6,23.7,77.6
GS1_82.05,GS1_82,713.1,19.5,8.5,13.1,17.5,74.2,24.1,75.6
GS1_82.06,GS1_82,661.6,17.5,9.5,12.2,18,74.1,22.5,76.8
GS1_83.01,GS1_83,555.9,14.5,9,12.4,19,70.7,29.5,79
GS1_83.02,GS1_83,585,14.5,9.5,11.7,14.3,71.9,30.1,75.8
GS1_83.03,GS1_83,600.3,15,9.5,11.8,14.3,69.1,30.4,75
GS1_83.04,GS1_83,243.8,10.5,7,12.7,18.9,71.5,29.3,80.1
GS1_83.05,GS1_83,605.1,16.5,9.5,11.8,14.6,69.1,32.2,75.5
GS1_83.06,GS1_83,635.2,15.5,9,11.2,13.1,70.6,31.1,76
GS1_84.01,GS1_84,949,18.5,10,9.9,15.2,75,21.2,72.2
GS1_84.01,GS1_84,938.9,20,9.5,12.2,15.4,72.7,24.4,75.3
GS1_84.02,GS1_84,1005.7,19,10,13.2,14.4,70.9,24.8,77.4
GS1_84.02,GS1_84,709.1,17,9,10.3,13.3,72.3,24.1,76
GS1_84.03,GS1_84,965.5,18,11,12.9,15.7,71.9,24.4,72.4
GS1_84.03,GS1_84,748.9,17.5,9.5,13,17.1,73.2,25.9,77.7
GS1_84.04,GS1_84,735.2,17.5,9.5,12.3,18,73.6,22.3,78.2
GS1_84.04,GS1_84,831.9,18,9.5,13.6,19.1,73.8,25.2,77.4
GS1_84.05,GS1_84,777.6,18,10,12.5,14.8,68.5,24.3,74.6
GS1_84.05,GS1_84,882.9,17.5,9.5,13.4,16.1,72.9,25.6,78.8
GS1_84.06,GS1_84,512.8,16,8.5,12.3,19.8,73.9,23.7,79.7
GS1_84.06,GS1_84,1018.2,18.5,10.5,14,16.4,73.5,25.8,76.7
GS1_86.01,GS1_86,618.6,14.5,9,11.7,17.7,74.5,25.1,77.6
GS1_86.02,GS1_86,715.5,14,10,11.6,14.2,73.6,25.2,76.8
GS1_86.03,GS1_86,606,14,8.5,12.1,18.7,72.5,26.1,80.6
GS1_86.04,GS1_86,450.2,14,8.5,12.2,18.6,71.7,27,80.1
GS1_87.01,GS1_87,592,15.5,8.5,11.4,16,72,28.5,79
GS1_87.02,GS1_87,625.3,16.5,9,11.9,18.5,73.2,29.7,80
GS1_87.03,GS1_87,721.3,18,8.5,10.6,16.6,72.1,31.9,75.4
GS1_87.04,GS1_87,688.1,15.5,9,12.4,16.2,73.6,27.9,79.4
GS1_87.05,GS1_87,480.2,14,8,13.3,15.7,73,30,80.1
GS1_87.06,GS1_87,802.1,18,9.5,11.8,14.9,72.5,30.5,79.9
GS1_88.01,GS1_88,655,15.5,10,10.7,14.1,69.8,29.2,80.6
GS1_88.02,GS1_88,741.3,15.5,10.5,10.1,12.7,70.5,28,79.5
GS1_88.03,GS1_88,688.5,17.5,9.5,11,13.9,68.9,31,79.3
GS1_88.04,GS1_88,548.7,15.5,9.5,11.5,13.9,66.6,30.2,76.2
GS1_88.05,GS1_88,532.2,16.5,8.5,11.1,13.8,70.3,29.1,78.6
GS1_88.06,GS1_88,773.8,16,10,10.7,14.3,69.5,29.7,78.2
GS1_89.01,GS1_89,745.8,14.5,9.5,14,20.7,69,30.5,73.4
GS1_89.02,GS1_89,784.9,15,9.5,13.6,15.7,73.2,28.7,72.7
GS1_89.03,GS1_89,714.9,15,9.5,13.3,16.4,71.5,29.8,75
GS1_89.04,GS1_89,699.4,15,8.5,13,16.6,71.4,28.8,74.8
GS1_89.05,GS1_89,826.9,15,9.5,13.4,16.7,70.3,30.4,78.3
GS1_89.06,GS1_89,785,17,8.5,13,18.6,73.4,27.3,70.6
GS1_9.01,GS1_9,585.1,15,9,15,19.1,65.6,37.4,76.3
GS1_9.02,GS1_9,659.5,16,9,14.5,17.9,68.1,35.2,78.7
GS1_9.03,GS1_9,368.2,14,8,14.2,18.7,68.9,33.6,79.9
GS1_9.04,GS1_9,782.2,15.5,10,12.3,15.3,69.8,31.5,75.9
GS1_9.05,GS1_9,408.1,15,8,14,18.3,66.8,35.4,77.6
GS1_9.06,GS1_9,494.8,12,9,13,17.2,70.2,29.5,78.2
GS1_90.01,GS1_90,1018.2,14.5,11,12,16.6,69.3,27.1,75.4
GS1_90.02,GS1_90,845.4,15,10,13.3,15.5,68.7,26.3,75.4
GS1_90.03,GS1_90,905.8,15.5,10,11.9,14,66.9,27.8,73.4
GS1_90.04,GS1_90,1365.1,17.5,11,12.1,14.6,68.8,26.3,72.5
GS1_90.05,GS1_90,889.3,15,10,10.8,14.5,69.9,26.5,75.3
GS1_90.06,GS1_90,998.1,15,10.5,13.3,13.2,68.2,28.6,75.5
GS1_91.01,GS1_91,322.3,12.5,8,13.7,16.1,67.9,33,79.3
GS1_91.02,GS1_91,570.7,14,9,12.3,15.7,71.8,28.3,77.5
GS1_91.03,GS1_91,412.5,14.5,8,13.6,16.4,70.8,29.4,77.1
GS1_91.04,GS1_91,582.5,14,9,12.4,15.8,70.9,30.5,79.6
GS1_91.05,GS1_91,433.9,12.5,8.5,13.8,16.9,72.5,28.7,77.5
GS1_91.06,GS1_91,502.7,14.5,8.5,13.9,16.7,70.4,31.9,77.6
GS1_92.01,GS1_92,874.3,15.5,9.5,12.7,15.5,73.5,26.7,74.1
GS1_92.02,GS1_92,828,15,9.5,13,16.4,72.5,26.8,77.4
GS1_92.03,GS1_92,615.5,14.5,9,13,17.7,71.9,27.8,75.4
GS1_92.04,GS1_92,770.9,14.5,10,12.8,15.5,73,26.8,76.6
GS1_92.05,GS1_92,741.9,16,9,13.8,17.5,72.8,26.9,77.4
GS1_92.06,GS1_92,834.4,16,NA,11.8,14.7,74.2,27.1,78.7
GS1_93.01,GS1_93,1034.9,19.5,10,13.8,16.8,71.8,29.9,76.2
GS1_93.02,GS1_93,1076.7,18.5,11,13.2,16.1,71,27.6,73.9
GS1_93.03,GS1_93,703.2,17,10.5,13.3,17.1,70.2,29.4,76.8
GS1_93.04,GS1_93,940,18.5,12,11.3,13.6,77.4,25.5,68.2
GS1_93.05,GS1_93,714.3,17,10,12.6,15.6,71.3,28.8,75.3
GS1_93.06,GS1_93,1232.2,20,11,13.1,17,72.4,27.9,75.5
GS1_94.01,GS1_94,1319,17,12,12.7,14.5,70.8,28.4,75.1
GS1_94.02,GS1_94,897.4,15,11,12.2,14.2,71.7,28,71.2
GS1_94.03,GS1_94,932.4,15.5,10.5,11.5,15.4,71.6,28.5,74.9
GS1_94.04,GS1_94,1322.4,20.5,12.5,12.3,14.9,71.1,28.7,78.3
GS1_94.05,GS1_94,811.5,15.5,10,12.6,14.8,69.4,29.5,73.5
GS1_94.06,GS1_94,851.5,14,10,11.5,15.5,69.4,30.2,76
GS1_95.02,GS1_95,612.9,17.5,9.5,10.5,13.4,68.8,30.6,77.9
GS1_95.04,GS1_95,675,18,10,10.5,13.9,71.8,27.5,76.8
GS1_95.05,GS1_95,596,18.5,9,11.6,13.7,68.3,29.1,74.2
GS1_95.06,GS1_95,408,15.5,8.5,11.7,13.5,67.4,28.5,76
GS1_96.01,GS1_96,925.3,20.5,10,11.6,15.1,70.5,32,80.7
GS1_96.02,GS1_96,845.9,20,10.5,11.8,16.2,71.2,28.5,79.5
GS1_96.03,GS1_96,675.4,19,10.5,13.6,16.8,69.1,32,77.2
GS1_96.04,GS1_96,666.5,19,10,12.8,16.4,70.8,28.7,78
GS1_96.05,GS1_96,869.9,19,10.5,12.9,19.1,74.2,27,76.2
GS1_96.06,GS1_96,749.7,20.5,9.5,12.7,17.9,70,30.2,76.5
GS1_97.01,GS1_97,1313,18,11,13.8,15.9,72.1,29.6,76.1
GS1_97.02,GS1_97,433.9,13,7.5,13.6,17,67.7,32.1,74.7
GS1_97.03,GS1_97,806.8,15.5,9,13.6,17.8,70.7,30.7,78.7
GS1_97.04,GS1_97,981,17,10.5,12.1,15,73.5,28,78.5
GS1_97.05,GS1_97,986.5,17.5,9.5,13.2,16.4,71.6,28.1,80
GS1_97.06,GS1_97,893.3,17.5,9.5,14.2,17.7,71,30.4,75.2
GS1_98.01,GS1_98,824.9,15.5,10,14.1,17.5,69.1,31.8,78.4
GS1_98.02,GS1_98,883.2,16,10,12.7,14.5,70.6,29.1,77.3
GS1_98.03,GS1_98,1000.4,16,10.5,12.4,15.6,70,30.4,79.1
GS1_98.04,GS1_98,645.8,13.5,9,11.9,16.5,71.8,27.2,74.1
GS1_98.05,GS1_98,737,14,9.5,10.1,14.8,70.6,30,78.1
GS1_98.06,GS1_98,751,14.5,9,13.8,16.6,72.1,28,74.9
GS1_99.01,GS1_99,770.7,15.5,10.5,12.8,17.8,74.5,24.5,75.4
GS1_99.02,GS1_99,926.5,15,11,12.3,14.9,73.2,26.7,75.5
GS1_99.03,GS1_99,844.2,16,10,11.5,15.6,73.1,27.7,73.8
GS1_99.04,GS1_99,879.3,16.5,10.5,12,15.7,74.1,27.8,77
GS1_99.05,GS1_99,690.3,12.5,10,9.3,15.3,74,26.1,76.1
GS1_99.06,GS1_99,671.7,13.5,9.5,10.6,14.5,75.2,25.9,74.3
