FruitID,Dry,Dry_date,FruitID,Wet,Wet_date
GS1_1.01,2.52,6,GS1_1.01,14.1,4
GS1_1.02,1.98,6,GS1_1.02,12.8,4
GS1_1.03,2.88,6,GS1_1.03,14.15,4
GS1_1.04,2.26,6,GS1_1.04,14.16,4
GS1_1.05,3.36,6,GS1_1.05,14.82,4
GS1_1.06,2.82,6,GS1_1.06,16.06,4
GS1_10.01,2,3,GS1_10.01,13.09,2
GS1_10.02,2.13,3,GS1_10.02,15.5,2
GS1_10.03,1.96,3,GS1_10.03,15.52,2
GS1_10.04,1.92,3,GS1_10.04,15.58,2
GS1_10.05,2.1,3,GS1_10.05,15.37,2
GS1_10.06,1.77,3,GS1_10.06,15.56,2
GS1_100.01,2,11,GS1_100.01,15.04,10
GS1_100.02,1.59,11,GS1_100.02,12.92,10
GS1_100.03,1.99,11,GS1_100.03,14.32,10
GS1_100.04,2.49,11,GS1_100.04,16.38,10
GS1_100.05,2.26,11,GS1_100.05,16.46,10
GS1_100.06,1.96,11,GS1_100.06,15.4,10
GS1_101.01,2.6,10,GS1_101.01,15.74,9
GS1_101.02,2.22,10,GS1_101.02,13.78,9
GS1_101.03,2.54,10,GS1_101.03,16.51,9
GS1_101.04,2.57,10,GS1_101.04,15.33,9
GS1_101.05,2.26,10,GS1_101.05,14.13,9
GS1_101.06,2.19,10,GS1_101.06,14.5,9
GS1_102.01,2.09,2,GS1_102.01,14.14,2
GS1_102.02,2.58,2,GS1_102.02,15.72,2
GS1_102.03,2.32,2,GS1_102.03,15.87,2
GS1_102.04,3.05,2,GS1_102.04,14.65,2
GS1_102.05,2.4,2,GS1_102.05,16.12,2
GS1_102.06,2.49,2,GS1_102.06,14.95,2
GS1_103.01,2.85,6,GS1_103.01,15.66,4
GS1_103.02,1.92,6,GS1_103.02,14.41,4
GS1_103.03,2.02,6,GS1_103.03,14.21,4
GS1_103.04,2.33,6,GS1_103.04,14.9,4
GS1_103.05,2.11,6,GS1_103.05,14.17,4
GS1_103.06,2.42,6,GS1_103.06,15.79,4
GS1_104.01,2.49,10,GS1_104.01,14.82,9
GS1_104.02,2.23,10,GS1_104.02,15.19,9
GS1_104.03,1.96,10,GS1_104.03,15.79,9
GS1_104.04,2.15,10,GS1_104.04,15.69,9
GS1_104.05,2.41,10,GS1_104.05,14.47,9
GS1_104.06,1.8,10,GS1_104.06,15.46,9
GS1_105.01,2.35,1,GS1_105.01,14.58,1
GS1_105.02,1.76,1,GS1_105.02,14.44,1
GS1_105.03,2.45,1,GS1_105.03,14.63,1
GS1_105.04,2.36,1,GS1_105.04,15.21,1
GS1_105.05,2.37,1,GS1_105.05,14.5,1
GS1_105.06,2.27,1,GS1_105.06,15.99,1
GS1_106.01,1.94,5,GS1_106.01,14.22,4
GS1_106.02,1.95,5,GS1_106.02,14.96,4
GS1_106.03,1.92,5,GS1_106.03,15.64,4
GS1_106.04,1.94,5,GS1_106.04,16.27,4
GS1_107.01,2.25,2,GS1_107.01,16.38,2
GS1_107.02,1.89,2,GS1_107.02,15.85,2
GS1_107.03,1.71,2,GS1_107.03,16.09,2
GS1_107.04,2.19,2,GS1_107.04,16.08,2
GS1_107.05,1.71,2,GS1_107.05,14.45,2
GS1_107.06,1.75,2,GS1_107.06,15.45,2
GS1_108.01,2.2,5,GS1_108.01,14.75,4
GS1_108.02,1.96,5,GS1_108.02,14.55,4
GS1_108.03,2.33,5,GS1_108.03,15.3,4
GS1_108.04,2.55,5,GS1_108.04,16.33,4
GS1_108.05,2.18,5,GS1_108.05,14.72,4
GS1_108.06,2.13,5,GS1_108.06,14.9,4
GS1_109.01,2.57,12,GS1_109.01,15.66,12
GS1_109.02,2,12,GS1_109.02,15.1,12
GS1_109.03,1.85,12,GS1_109.03,15.01,12
GS1_109.04,1.97,12,GS1_109.04,15.1,12
GS1_109.05,2.21,12,GS1_109.05,15.11,12
GS1_109.06,1.77,12,GS1_109.06,14.89,12
GS1_11.01,2.3,9,GS1_11.01,14.74,8
GS1_11.02,2.48,9,GS1_11.02,16.02,8
GS1_11.03,2.19,9,GS1_11.03,14.84,8
GS1_11.04,2.5,9,GS1_11.04,14.62,8
GS1_11.05,2.28,9,GS1_11.05,15.02,8
GS1_11.06,2.35,9,GS1_11.06,14.36,8
GS1_110.01,2.13,10,GS1_110.01,16.04,9
GS1_110.02,2.16,10,GS1_110.02,15.29,9
GS1_110.03,2.4,10,GS1_110.03,15.21,9
GS1_110.04,1.59,10,GS1_110.04,15.25,9
GS1_110.05,1.88,10,GS1_110.05,14.9,9
GS1_110.06,2.53,10,GS1_110.06,15.66,9
GS1_111.01,1.87,6,GS1_111.01,14.25,5
GS1_111.02,2.16,6,GS1_111.02,16.12,5
GS1_111.03,1.94,6,GS1_111.03,15.45,5
GS1_111.04,1.87,6,GS1_111.04,15.63,5
GS1_111.05,2.2,6,GS1_111.05,15.19,5
GS1_111.06,2.05,6,GS1_111.06,14.68,5
GS1_112.01,2.23,1,GS1_112.01,16.17,1
GS1_112.02,2,1,GS1_112.02,14.8,1
GS1_112.03,2.03,1,GS1_112.03,15.43,1
GS1_112.04,2.41,1,GS1_112.04,16.2,1
GS1_112.05,1.95,1,GS1_112.05,14.1,1
GS1_112.06,2.07,1,GS1_112.06,15.82,1
GS1_113.01,2.64,3,GS1_113.01,16.51,2
GS1_113.02,2.34,3,GS1_113.02,14.62,2
GS1_113.03,2.63,3,GS1_113.03,16.43,2
GS1_113.04,2.6,3,GS1_113.04,16.98,2
GS1_113.05,2.5,3,GS1_113.05,15.31,2
GS1_113.06,2.59,3,GS1_113.06,16.3,2
GS1_114.01,2.14,12,GS1_114.01,14.86,12
GS1_114.02,2.2,12,GS1_114.02,15.48,12
GS1_114.03,2.22,12,GS1_114.03,15.12,12
GS1_114.04,2.22,12,GS1_114.04,15.52,12
GS1_114.05,2.27,12,GS1_114.05,15.46,12
GS1_114.06,2.1,12,GS1_114.06,14.99,12
GS1_115.01,2.14,6,GS1_115.01,15.28,3
GS1_115.02,1.94,6,GS1_115.02,14.74,3
GS1_115.03,1.91,6,GS1_115.03,14.7,3
GS1_116.01,2.52,9,GS1_116.01,15.61,8
GS1_116.02,2.74,9,GS1_116.02,15.4,8
GS1_116.03,2.46,9,GS1_116.03,14.14,8
GS1_116.04,2.14,9,GS1_116.04,14.36,8
GS1_116.05,2.51,9,GS1_116.05,15.42,8
GS1_116.06,1.74,9,GS1_116.06,14.79,8
GS1_117.01,2.25,2,GS1_117.01,14.73,2
GS1_117.02,2.55,2,GS1_117.02,16.49,2
GS1_117.03,2.19,2,GS1_117.03,15.71,2
GS1_117.04,2.02,2,GS1_117.04,14.78,2
GS1_117.05,2.48,2,GS1_117.05,16.7,2
GS1_117.06,2.36,2,GS1_117.06,16.03,2
GS1_118.01,1.99,8,GS1_118.01,14.87,7
GS1_118.02,3.11,8,GS1_118.02,15.77,7
GS1_118.03,2.39,8,GS1_118.03,14.93,7
GS1_118.04,1.94,8,GS1_118.04,14.52,7
GS1_118.05,2.56,8,GS1_118.05,15.67,7
GS1_118.06,2.1,8,GS1_118.06,15.93,7
GS1_119.01,2.59,8,GS1_119.01,15.08,7
GS1_119.02,2.31,8,GS1_119.02,14.98,7
GS1_119.03,2.07,8,GS1_119.03,15.31,7
GS1_119.04,2.43,8,GS1_119.04,15.75,7
GS1_119.05,2.48,8,GS1_119.05,14.13,7
GS1_119.06,2.03,8,GS1_119.06,14.03,7
GS1_12.01,2.65,4,GS1_12.01,13.85,3
GS1_12.02,2.71,4,GS1_12.02,14.6,3
GS1_12.03,2.59,4,GS1_12.03,16.7,3
GS1_12.04,1.4,4,GS1_12.04,14.18,3
GS1_12.05,2.87,4,GS1_12.05,16.05,3
GS1_12.06,2.23,4,GS1_12.06,13.96,3
GS1_120.01,2.38,11,GS1_120.01,15.77,10
GS1_120.03,2.29,11,GS1_120.03,16.11,10
GS1_120.04,1.83,11,GS1_120.04,13.45,10
GS1_120.05,1.84,11,GS1_120.05,13.76,10
GS1_120.06,2.46,11,GS1_120.06,16.5,10
GS1_121.01,2.17,12,GS1_121.01,15.29,12
GS1_121.02,2.01,12,GS1_121.02,15.26,12
GS1_121.03,1.99,12,GS1_121.03,15.08,12
GS1_121.04,2.2,12,GS1_121.04,14.69,12
GS1_121.05,2.34,12,GS1_121.05,15.45,12
GS1_121.06,1.78,12,GS1_121.06,15.12,12
GS1_122.01,2.07,6,GS1_122.01,15.01,6
GS1_122.02,2.91,6,GS1_122.02,15.39,6
GS1_122.03,3.02,6,GS1_122.03,15.93,6
GS1_122.04,3.35,6,GS1_122.04,16.12,6
GS1_122.05,2.03,6,GS1_122.05,16.05,6
GS1_122.06,2.16,6,GS1_122.06,15.32,6
GS1_123.01,2.42,12,GS1_123.01,15.89,12
GS1_123.02,2.02,12,GS1_123.02,15.33,12
GS1_123.03,2.02,12,GS1_123.03,15.5,12
GS1_123.04,2.03,12,GS1_123.04,13.61,12
GS1_123.05,2.13,12,GS1_123.05,15.13,12
GS1_123.06,2.22,12,GS1_123.06,15.12,12
GS1_124.01,1.94,9,GS1_124.01,16.22,8
GS1_124.02,2.31,9,GS1_124.02,16.45,8
GS1_124.03,1.92,9,GS1_124.03,16.05,8
GS1_124.04,1.82,9,GS1_124.04,15.43,8
GS1_124.05,1.81,9,GS1_124.05,16.36,8
GS1_125.01,1.93,1,GS1_125.01,15.29,1
GS1_125.02,2.02,1,GS1_125.02,14.8,1
GS1_125.03,2.2,1,GS1_125.03,15.36,1
GS1_125.04,2.46,1,GS1_125.04,14.85,1
GS1_125.05,2.82,1,GS1_125.05,14.71,1
GS1_125.06,2.08,1,GS1_125.06,15.01,1
GS1_126.01,1.73,1,GS1_126.01,15.29,1
GS1_126.02,2.36,1,GS1_126.02,15.9,1
GS1_126.03,2.74,1,GS1_126.03,15.19,1
GS1_126.04,1.83,1,GS1_126.04,14.56,1
GS1_126.05,3.05,1,GS1_126.05,14.09,1
GS1_126.06,2.35,1,GS1_126.06,16.58,1
GS1_127.01,2.68,10,GS1_127.01,15.27,9
GS1_127.02,1.91,10,GS1_127.02,14.71,9
GS1_127.03,2.5,10,GS1_127.03,15.78,9
GS1_127.04,2.05,10,GS1_127.04,14.6,9
GS1_127.05,2.35,10,GS1_127.05,15.24,9
GS1_127.06,2.88,10,GS1_127.06,14.96,9
GS1_128.01,1.92,12,GS1_128.01,15.28,12
GS1_128.02,1.94,12,GS1_128.02,15.5,12
GS1_128.03,2.68,12,GS1_128.03,15.34,12
GS1_128.04,1.88,12,GS1_128.04,14.48,12
GS1_128.05,1.81,12,GS1_128.05,14.42,12
GS1_128.06,1.97,12,GS1_128.06,13.97,12
GS1_129.01,2.22,10,GS1_129.01,15.13,9
GS1_129.02,2.1,10,GS1_129.02,14.41,9
GS1_129.03,1.92,10,GS1_129.03,14.53,9
GS1_129.04,1.86,10,GS1_129.04,13.22,9
GS1_129.05,1.88,10,GS1_129.05,14.66,9
GS1_129.06,2.06,10,GS1_129.06,15.7,9
GS1_13.01,2.54,12,GS1_13.01,15.53,12
GS1_13.02,2.43,12,GS1_13.02,15.53,12
GS1_13.03,2.74,12,GS1_13.03,15.27,12
GS1_13.04,2.6,12,GS1_13.04,16.04,12
GS1_13.05,2.46,12,GS1_13.05,15.37,12
GS1_130.01,2.41,12,GS1_130.01,15.52,12
GS1_130.02,2.05,12,GS1_130.02,14.81,12
GS1_130.03,2.84,12,GS1_130.03,14.52,12
GS1_130.04,2.49,12,GS1_130.04,15.65,12
GS1_130.05,3.27,12,GS1_130.05,16.11,12
GS1_130.06,2.51,12,GS1_130.06,15.8,12
GS1_131.01,2.26,2,GS1_131.01,14.52,2
GS1_131.02,2.67,2,GS1_131.02,15.87,2
GS1_131.03,1.74,2,GS1_131.03,15.96,2
GS1_131.04,1.98,2,GS1_131.04,15.24,2
GS1_131.05,2.1,2,GS1_131.05,14.42,2
GS1_131.06,1.77,2,GS1_131.06,15.12,2
GS1_132.01,2.09,9,GS1_132.01,16.34,8
GS1_132.02,2.5,9,GS1_132.02,15.05,8
GS1_132.03,2.51,9,GS1_132.03,13.78,8
GS1_132.04,2.26,9,GS1_132.04,14.64,8
GS1_132.05,3.23,9,GS1_132.05,16.77,8
GS1_132.06,2.19,9,GS1_132.06,15.65,8
GS1_133.01,2.09,6,GS1_133.01,14.49,5
GS1_133.02,2.58,6,GS1_133.02,15.07,5
GS1_133.03,2.55,7,GS1_133.03,15.2,5
GS1_133.04,2.47,6,GS1_133.04,15.37,5
GS1_133.05,2.38,6,GS1_133.05,15.18,5
GS1_133.06,2.32,6,GS1_133.06,16.51,5
GS1_134.01,2.54,7,GS1_134.01,15.56,5
GS1_134.02,2.5,7,GS1_134.02,15.41,5
GS1_134.03,3.07,7,GS1_134.03,16.39,5
GS1_134.04,2.99,7,GS1_134.04,15.64,5
GS1_134.05,2.45,7,GS1_134.05,16.19,5
GS1_134.06,1.79,7,GS1_134.06,15.02,5
GS1_135.01,2.75,1,GS1_135.01,15.62,1
GS1_135.02,2.62,1,GS1_135.02,16.38,1
GS1_135.03,2.18,1,GS1_135.03,14.98,1
GS1_135.04,2.11,1,GS1_135.04,15.38,1
GS1_135.05,2.09,1,GS1_135.05,15.29,1
GS1_135.06,2.16,1,GS1_135.06,16.07,1
GS1_136.01,1.72,12,GS1_136.01,15.37,12
GS1_136.02,2.5,12,GS1_136.02,15.86,12
GS1_136.03,1.65,12,GS1_136.03,15.42,12
GS1_136.04,2.48,12,GS1_136.04,15.65,12
GS1_136.05,2.19,12,GS1_136.05,15.39,12
GS1_136.06,1.75,12,GS1_136.06,15.38,12
GS1_137.01,2.3,6,GS1_137.01,14.61,4
GS1_137.02,2.24,6,GS1_137.02,14.86,4
GS1_137.03,2.16,6,GS1_137.03,14.69,4
GS1_137.04,2.2,6,GS1_137.04,15.65,4
GS1_137.05,2.21,6,GS1_137.05,15.2,4
GS1_137.06,2.19,6,GS1_137.06,16.08,4
GS1_138.01,3.17,4,GS1_138.01,23.85,3
GS1_138.02,3.77,4,GS1_138.02,19.91,3
GS1_138.03,2.9,4,GS1_138.03,32.88,3
GS1_138.04,4.02,4,GS1_138.04,30.83,3
GS1_138.05,3.14,4,GS1_138.05,21.71,3
GS1_138.06,3.86,4,GS1_138.06,25.15,3
GS1_139.01,1.75,1,GS1_139.01,14.32,1
GS1_139.02,1.99,1,GS1_139.02,15.57,1
GS1_139.03,1.99,1,GS1_139.03,15.82,1
GS1_139.04,1.81,1,GS1_139.04,15.85,1
GS1_139.05,2.28,1,GS1_139.05,16.15,1
GS1_139.06,1.91,1,GS1_139.06,14.19,1
GS1_14.01,2.16,2,GS1_14.01,15.72,1
GS1_14.02,2.14,2,GS1_14.02,14.56,1
GS1_14.03,1.78,2,GS1_14.03,14.32,1
GS1_14.04,2.09,2,GS1_14.04,14.39,1
GS1_14.05,2.01,2,GS1_14.05,14.38,1
GS1_14.06,1.78,2,GS1_14.06,14.01,1
GS1_140.01,2.44,11,GS1_140.01,15.35,10
GS1_140.02,2.6,11,GS1_140.02,14.13,10
GS1_140.03,2.03,11,GS1_140.03,14.46,10
GS1_140.04,2.42,11,GS1_140.04,14.02,10
GS1_140.05,2.85,11,GS1_140.05,16.06,10
GS1_141.01,2.21,9,GS1_141.01,15.21,8
GS1_141.02,2.19,9,GS1_141.02,14.07,8
GS1_141.03,2,9,GS1_141.03,15.16,8
GS1_141.04,2.19,9,GS1_141.04,15.33,8
GS1_141.05,1.81,9,GS1_141.05,14.59,8
GS1_141.06,2.33,9,GS1_141.06,15.29,8
GS1_142.01,2.2,12,GS1_142.01,15.07,12
GS1_142.02,2.21,12,GS1_142.02,15.3,12
GS1_142.03,2.4,12,GS1_142.03,14.6,12
GS1_142.04,1.26,12,GS1_142.04,13.75,12
GS1_142.05,1.86,12,GS1_142.05,15.22,12
GS1_142.06,2.19,12,GS1_142.06,15.32,12
GS1_143.01,2.28,12,GS1_143.01,15.91,12
GS1_143.02,2.43,12,GS1_143.02,15.25,12
GS1_143.03,1.86,12,GS1_143.03,15.5,12
GS1_143.04,2.39,12,GS1_143.04,16.01,12
GS1_143.05,2.82,12,GS1_143.05,14.97,12
GS1_143.06,1.95,12,GS1_143.06,11.68,12
GS1_144.01,2.73,6,GS1_144.01,16.84,4
GS1_144.02,2.48,6,GS1_144.02,16.6,4
GS1_144.03,3.28,6,GS1_144.03,16.82,4
GS1_144.04,2.41,6,GS1_144.04,16.1,4
GS1_144.05,2.45,6,GS1_144.05,15.35,4
GS1_144.06,2.67,6,GS1_144.06,14.86,4
GS1_145.01,2.65,6,GS1_145.01,15.62,4
GS1_145.02,2.44,6,GS1_145.02,14.84,4
GS1_145.03,2.46,6,GS1_145.03,15.84,4
GS1_145.04,1.89,5,GS1_145.04,14.54,4
GS1_145.05,2.72,5,GS1_145.05,16.69,4
GS1_145.06,2.04,5,GS1_145.06,16.21,4
GS1_146.01,1.9,6,GS1_146.01,15.96,3
GS1_146.02,2.25,6,GS1_146.02,15.47,3
GS1_146.03,1.8,6,GS1_146.03,14.78,3
GS1_146.04,2.4,6,GS1_146.04,16.52,3
GS1_146.05,2.37,6,GS1_146.05,15.79,3
GS1_146.06,2.2,6,GS1_146.06,15.52,3
GS1_147.01,2.7,6,GS1_147.01,16.56,3
GS1_147.02,2.77,6,GS1_147.02,15.99,3
GS1_147.03,2.25,6,GS1_147.03,14.99,3
GS1_147.04,2.09,6,GS1_147.04,15.91,3
GS1_147.05,2.23,6,GS1_147.05,15.89,3
GS1_147.06,2.29,6,GS1_147.06,15.84,3
GS1_148.01,1.99,11,GS1_148.01,14.22,10
GS1_148.02,2.21,11,GS1_148.02,15.59,10
GS1_148.03,2.13,11,GS1_148.03,15.65,10
GS1_148.04,2.23,11,GS1_148.04,15.97,10
GS1_148.05,1.98,11,GS1_148.05,15.84,10
GS1_148.06,1.86,11,GS1_148.06,13.77,10
GS1_149.01,1.99,7,GS1_149.01,15.86,6
GS1_149.02,2.38,7,GS1_149.02,16.17,6
GS1_149.03,2.26,7,GS1_149.03,15.31,6
GS1_149.04,2.52,6,GS1_149.04,16.02,6
GS1_149.05,2.2,6,GS1_149.05,16.12,6
GS1_149.06,2.42,7,GS1_149.06,15.32,6
GS1_15.01,2.46,11,GS1_15.01,14.25,10
GS1_15.02,2.7,11,GS1_15.02,15.84,10
GS1_15.03,2.73,11,GS1_15.03,14.15,10
GS1_15.04,2.12,11,GS1_15.04,14.25,10
GS1_15.05,3.17,11,GS1_15.05,15.43,10
GS1_15.06,2.48,11,GS1_15.06,15.22,10
GS1_151.01,2.59,12,GS1_151.01,15.15,12
GS1_151.02,2.66,12,GS1_151.02,15.57,12
GS1_151.03,2.44,12,GS1_151.03,15.48,12
GS1_151.04,2.09,12,GS1_151.04,14.87,12
GS1_151.05,3.01,12,GS1_151.05,15.22,12
GS1_151.06,1.53,12,GS1_151.06,15.15,12
GS1_152.01,2.3,6,GS1_152.01,15.51,3
GS1_152.02,1.82,6,GS1_152.02,16.95,3
GS1_152.03,1.86,6,GS1_152.03,15.79,3
GS1_152.04,2.36,6,GS1_152.04,16.23,3
GS1_152.05,2.55,6,GS1_152.05,14.94,3
GS1_152.06,1.97,6,GS1_152.06,14.21,3
GS1_153.01,1.74,10,GS1_153.01,15.13,9
GS1_153.02,1.89,10,GS1_153.02,14.85,9
GS1_153.03,1.78,10,GS1_153.03,15.05,9
GS1_153.04,1.63,10,GS1_153.04,16.01,9
GS1_153.05,2.03,10,GS1_153.05,15.95,9
GS1_153.06,2.33,10,GS1_153.06,16.7,9
GS1_154.01,1.67,1,GS1_154.01,15.97,1
GS1_154.02,1.74,1,GS1_154.02,15.74,1
GS1_154.03,1.53,1,GS1_154.03,15.56,1
GS1_154.04,1.86,1,GS1_154.04,15.51,1
GS1_154.05,2.28,1,GS1_154.05,14.59,1
GS1_154.06,2.03,1,GS1_154.06,15.89,1
GS1_155.01,2.81,2,GS1_155.01,16.52,1
GS1_155.02,2.71,2,GS1_155.02,16.39,1
GS1_155.03,2.56,2,GS1_155.03,16.13,1
GS1_155.04,3.04,2,GS1_155.04,16.08,1
GS1_155.05,2.1,2,GS1_155.05,15.52,1
GS1_155.06,2.29,2,GS1_155.06,15.53,1
GS1_156.01,2,8,GS1_156.01,14.6,7
GS1_156.02,1.79,8,GS1_156.02,15.29,7
GS1_156.03,1.84,8,GS1_156.03,14.05,7
GS1_156.04,2.51,8,GS1_156.04,14.65,7
GS1_156.05,1.84,8,GS1_156.05,11.79,7
GS1_156.06,2.55,8,GS1_156.06,15.04,7
GS1_157.01,2.15,8,GS1_157.01,14.98,7
GS1_157.02,2.48,8,GS1_157.02,15.2,7
GS1_157.03,2.37,8,GS1_157.03,15.34,7
GS1_157.04,2.18,8,GS1_157.04,15.35,7
GS1_157.05,1.96,8,GS1_157.05,14.57,7
GS1_157.06,2.13,8,GS1_157.06,15.21,7
GS1_158.01,2.19,9,GS1_158.01,16.51,8
GS1_158.02,2.51,9,GS1_158.02,16.98,8
GS1_158.03,2.19,9,GS1_158.03,14.46,8
GS1_158.04,2.05,9,GS1_158.04,16.11,8
GS1_158.05,2.09,9,GS1_158.05,15.94,8
GS1_158.06,2.89,9,GS1_158.06,15.82,8
GS1_159.01,1.98,8,GS1_159.01,15.94,7
GS1_159.02,2.13,8,GS1_159.02,15.9,7
GS1_159.03,2.15,8,GS1_159.03,15.89,7
GS1_159.04,2.32,8,GS1_159.04,15.82,7
GS1_159.05,2.69,8,GS1_159.05,14.13,7
GS1_159.06,2.02,8,GS1_159.06,15.43,7
GS1_16.01,2.39,9,GS1_16.01,15.24,8
GS1_16.02,2.89,9,GS1_16.02,16.82,8
GS1_16.03,2.32,9,GS1_16.03,15.11,8
GS1_16.04,2.75,9,GS1_16.04,15.56,8
GS1_16.05,3.08,9,GS1_16.05,15.76,8
GS1_16.06,2.69,9,GS1_16.06,15.98,8
GS1_160.1,1.97,2,GS1_160.1,16.2,1
GS1_160.2,1.95,2,GS1_160.2,14.86,1
GS1_160.3,1.72,2,GS1_160.3,14.97,1
GS1_160.4,2.05,1,GS1_160.4,13.77,1
GS1_160.5,2.49,1,GS1_160.5,14.59,1
GS1_160.6,2.18,2,GS1_160.6,15.24,1
GS1_161.01,1.52,10,GS1_161.01,15.21,9
GS1_161.02,1.94,10,GS1_161.02,12.64,9
GS1_161.03,2.39,10,GS1_161.03,14.75,9
GS1_161.04,2.32,10,GS1_161.04,15.73,9
GS1_161.05,1.59,10,GS1_161.05,14.23,9
GS1_161.06,1.69,10,GS1_161.06,15.34,9
GS1_162.01,1.61,6,GS1_162.01,14.55,5
GS1_162.02,2.38,6,GS1_162.02,14.92,5
GS1_162.03,2.1,6,GS1_162.03,16.11,5
GS1_162.04,2.22,6,GS1_162.04,14.16,5
GS1_162.05,2.39,6,GS1_162.05,15.77,5
GS1_163.01,2.19,8,GS1_163.01,14.1,7
GS1_163.02,2.66,8,GS1_163.02,15.52,7
GS1_163.03,2.7,8,GS1_163.03,15.37,7
GS1_163.04,2.17,8,GS1_163.04,14.43,7
GS1_163.05,2.38,8,GS1_163.05,14.86,7
GS1_163.06,2.42,8,GS1_163.06,15.17,7
GS1_164.01,2.31,8,GS1_164.01,14.77,7
GS1_164.02,2.15,8,GS1_164.02,15.44,7
GS1_164.03,2.73,8,GS1_164.03,15.24,7
GS1_164.04,2.99,8,GS1_164.04,16.18,7
GS1_164.05,2.65,8,GS1_164.05,15.76,7
GS1_164.06,2.49,8,GS1_164.06,16.22,7
GS1_165.01,3.43,6,GS1_165.01,16,6
GS1_165.02,2.85,6,GS1_165.02,15.95,6
GS1_165.03,2.42,6,GS1_165.03,15.26,6
GS1_165.04,2.05,6,GS1_165.04,15.14,6
GS1_165.05,2.2,6,GS1_165.05,15.97,6
GS1_165.06,3.23,6,GS1_165.06,15.63,6
GS1_166.01,2.84,1,GS1_166.01,16.87,1
GS1_166.02,3.23,1,GS1_166.02,14.89,1
GS1_166.03,2.47,1,GS1_166.03,16.63,1
GS1_166.04,1.93,1,GS1_166.04,14.72,1
GS1_166.05,2.54,1,GS1_166.05,16.11,1
GS1_166.06,2.12,1,GS1_166.06,14.61,1
GS1_167.01,2.59,6,GS1_167.01,15.13,5
GS1_167.02,2.53,6,GS1_167.02,15.36,5
GS1_167.03,2.26,6,GS1_167.03,14.4,5
GS1_167.04,2.58,6,GS1_167.04,14.73,5
GS1_167.05,2.52,6,GS1_167.05,16.27,5
GS1_167.06,2.75,6,GS1_167.06,15.3,5
GS1_168.01,2.38,11,GS1_168.01,14.73,10
GS1_168.02,2.81,11,GS1_168.02,15.93,10
GS1_168.03,3.06,11,GS1_168.03,15.97,10
GS1_168.04,2.79,11,GS1_168.04,16.67,10
GS1_168.05,2.46,11,GS1_168.05,13.82,10
GS1_168.06,1.76,11,GS1_168.06,14.48,10
GS1_169(1/2).01,1.88,10,GS1_169(1/2).01,15.45,9
GS1_169(1/2).02,2.11,10,GS1_169(1/2).02,15.61,9
GS1_169(1/2).03,2.7,10,GS1_169(1/2).03,13.73,9
GS1_169(1/2).04,1.76,10,GS1_169(1/2).04,16.06,9
GS1_169(1/2).05,3.08,10,GS1_169(1/2).05,16,9
GS1_169(1/2).06,1.3,10,GS1_169(1/2).06,14.02,9
GS1_17.01,2,9,GS1_17.01,15.06,8
GS1_17.02,2.46,9,GS1_17.02,16.3,8
GS1_17.03,2.45,9,GS1_17.03,16.23,8
GS1_17.04,2.18,9,GS1_17.04,14.5,8
GS1_17.05,2.31,9,GS1_17.05,15.41,8
GS1_17.06,2.13,9,GS1_17.06,15.13,8
GS1_170.01,4.59,4,GS1_170.01,33.48,3
GS1_170.01,1.96,9,GS1_170.01,14.38,8
GS1_170.02,3.23,4,GS1_170.02,24.15,3
GS1_170.02,2.24,9,GS1_170.02,15.51,8
GS1_170.03,4.28,4,GS1_170.03,29.28,3
GS1_170.03,1.91,9,GS1_170.03,14.32,8
GS1_170.04,4.66,4,GS1_170.04,26.33,3
GS1_170.04,2.3,9,GS1_170.04,16.15,8
GS1_170.05,2.84,4,GS1_170.05,21.8,3
GS1_170.05,1.47,9,GS1_170.05,13.62,8
GS1_170.06,3.79,4,GS1_170.06,26.27,3
GS1_170.06,2.38,9,GS1_170.06,15.38,8
GS1_171.01,2.79,7,GS1_171.01,15.89,5
GS1_171.01,2.41,12,GS1_171.01,15.64,12
GS1_171.02,2.59,7,GS1_171.02,15.87,5
GS1_171.02,2.5,12,GS1_171.02,15.89,12
GS1_171.03,2.23,7,GS1_171.03,15.3,5
GS1_171.03,2.61,12,GS1_171.03,15.6,12
GS1_171.04,2.99,7,GS1_171.04,15.34,5
GS1_171.04,2.76,12,GS1_171.04,15.78,12
GS1_171.05,2.43,7,GS1_171.05,16.05,5
GS1_171.05,2.25,12,GS1_171.05,15.41,12
GS1_171.06,2.47,7,GS1_171.06,16.14,5
GS1_171.06,2.26,12,GS1_171.06,15.46,12
GS1_172.01,3.09,5,GS1_172.01,13.5,4
GS1_172.02,2.62,5,GS1_172.02,15.7,4
GS1_172.03,2.09,5,GS1_172.03,15.1,4
GS1_172.04,3.39,5,GS1_172.04,15.65,4
GS1_172.05,2.32,5,GS1_172.05,15.49,4
GS1_172.06,2.29,5,GS1_172.06,16.63,4
GS1_173.01,3.33,3,GS1_173.01,14.9,2
GS1_173.02,2.15,3,GS1_173.02,14.07,2
GS1_173.03,2.17,3,GS1_173.03,14.41,2
GS1_173.04,1.92,3,GS1_173.04,13.89,2
GS1_173.05,2.13,3,GS1_173.05,13.08,2
GS1_173.06,2.77,3,GS1_173.06,15.99,2
GS1_174.01,3.1,11,GS1_174.01,16.28,10
GS1_174.02,2.67,11,GS1_174.02,16.02,10
GS1_174.03,2.37,11,GS1_174.03,14.6,10
