EntryID,Weight,Length,Width,X,Y,Z
18-3724_Rep3_15.4,719.2,16.5,10,43.446,38.662,6.538
18-3724_Rep3_15.5,588.6,15.5,9.5,44.325,39.482,7.415
18-3725_Rep1_6.1,279.3,12,6.5,40.563,32.719,3.655
18-3725_Rep1_6.2,318.8,12,7,39.378,32.551,4.068
18-3725_Rep1_6.3,390.8,12.5,8,40.414,33.102,4.039
18-3725_Rep1_6.4,461,13,8,39.646,32.947,4.441
18-3725_Rep1_6.5,397.8,12,7.5,42.052,35.294,4.83
18-3725_Rep1_6.6,426.3,12,7.5,47.05,39.859,6.438
18-3725_Rep1_2.1,561.6,12.5,9,41.063,34.438,4.64
18-3725_Rep1_2.2,508.7,12,8.5,40.639,34.599,4.584
18-3725_Rep1_1.1,481,11,9,40.401,33.34,4.958
18-3725_Rep1_1.2,634.1,12.5,9.5,40.968,33.722,4.042
18-3725_Rep1_1.3,587.8,10.5,10,37.927,30.698,3.644
18-3725_Rep1_1.4,396.4,9.5,8.5,40.568,33.005,4.035
18-3725_Rep1_1.5,455.5,10,9,42.69,35.702,5.887
18-3725_Rep1_8.1,415.4,14,8,41.158,34.277,4.214
18-3725_Rep1_8.2,419.7,16,8,39.033,32.392,3.399
18-3725_Rep1_8.3,414.1,14,7.5,43.025,36.382,4.546
18-3725_Rep1_8.4,305.2,11,7,41.477,34.721,4.38
18-3725_Rep1_8.5,192.2,11.5,5.5,41.828,35.22,3.905
18-3725_Rep1_7.1,612.4,14,9.5,45.818,39.677,5.314
18-3725_Rep1_7.2,515.6,13.5,9.5,41.469,34.881,4.288
18-3725_Rep1_7.3,655.3,16,10,43.952,37.675,5.593
18-3725_Rep1_7.4,516.5,13.5,9.5,42.531,37.469,7.155
18-3725_Rep1_3.2,714.2,14,10,47.948,42.392,7.462
18-3725_Rep1_3.3,427.2,13,8.5,43.07,36.955,5.437
18-3725_Rep1_3.4,460.1,12.5,8.5,42.157,36.345,4.95
18-3725_Rep1_3.5,648.8,12.5,9.5,43.335,37.337,5.476
18-3725_Rep1_3.6,551.5,13.5,9,42.375,35.742,4.056
18-3725_Rep1_4.1,383.8,11,8,39.353,32.168,4.527
18-3725_Rep1_4.2,303.6,11.5,7.5,39.187,31.528,3.691
18-3725_Rep1_4.3,418.9,12,8.5,39.106,32.197,3.995
18-3725_Rep1_4.4,444.2,13,9,39.702,32.373,3.622
18-3725_Rep1_4.5,396.8,12.5,8,39.301,32.105,4.026
18-3725_Rep1_4.6,485.1,14,8.5,39.482,32.264,3.42
18-3724_Rep2_8.1,926.1,14.5,10.5,43.59,37.8,5.269
18-3724_Rep2_8.2,537,12.5,9,43.228,36.779,4.759
18-3724_Rep2_8.3,811.1,13,10.5,43.937,38.135,6.383
18-3724_Rep2_8.4,600.8,13,8.5,42.944,37.129,5.439
18-3724_Rep2_11.1,759.6,17,9,45.072,38.673,7.566
18-3724_Rep2_11.2,922.5,15,11,42.675,35.346,4.803
18-3724_Rep2_11.3,711.9,15.5,9,45.607,39.162,7.422
18-3724_Rep2_11.4,581.8,14,9.5,45.197,38.204,5.812
18-3724_Rep2_11.5,1064,15.5,11.5,44.505,37.915,7.426
18-3724_Rep2_9.1,696.1,14.5,9,49.156,43.757,10.148
18-3724_Rep2_9.2,571.4,14,8.5,46.326,40.318,7.902
18-3724_Rep2_9.3,850.6,15,10.5,41.412,34.866,4.731
18-3724_Rep2_9.4,697.9,15,10.5,47.994,42.729,9.444
18-3724_Rep2_9.5,750.3,15.5,9,43.965,38.207,7
18-3724_Rep2_9.6,604.9,13.5,9.5,45.264,39.606,7.831
18-3724_Rep2_7.1,1082,16,11,45.353,38.856,6.23
18-3724_Rep2_7.2,1048.6,16.5,10,44.142,37.865,6.054
18-3724_Rep2_7.3,761.9,15.5,10,43.412,37.989,6.334
18-3724_Rep2_7.4,802.8,15,9.5,47.488,41.886,8.679
18-3724_Rep2_10.1,750.6,17.5,10,41.247,35.628,4.983
18-3724_Rep2_10.2,1126.7,18,11.5,43.866,38.233,6.325
18-3724_Rep2_10.3,817.7,15.5,11,42.88,36.614,5.555
18-3724_Rep2_10.4,605.2,15,9.5,42.357,37.004,4.518
18-3724_Rep2_10.5,682.9,14.5,9.5,46.74,40.699,6.64
18-3724_Rep2_10.6,860.7,16.5,10.5,44.238,38.625,5.59
18-3728_Rep2_5.1,634.3,17,8.5,39.563,33.499,4.089
18-3728_Rep2_5.2,772.4,18,10.5,43.382,38.128,7.7
18-3728_Rep2_5.3,662.8,16,9,41.419,36.033,5.966
18-3728_Rep2_2.1,800.2,16.5,9,45.021,38.968,6.563
18-3728_Rep2_2.2,564.8,15,8,44.408,37.245,4.834
18-3728_Rep2_2.3,937.2,17,11,43.897,37.909,5.773
18-3728_Rep2_2.4,837.7,18,9.5,41.532,35.136,5.003
18-3728_Rep2_2.5,678.8,16.5,9,43.671,36.79,5.784
18-3728_Rep2_2.6,605.5,15.5,8.5,42.476,36.212,4.967
18-3728_Rep2_4.1,761.2,16.5,9,43.647,37.977,7.283
18-3728_Rep2_4.2,641.5,15.5,9,41.956,36.296,7.429
18-3728_Rep2_4.3,579.2,15,8,41.192,34.908,4.753
18-3728_Rep2_4.4,727.5,16,9,45.863,39.564,6.775
18-3728_Rep2_1.1,1011.1,20.5,9.5,47.266,41.401,6.541
18-3728_Rep2_1.2,859,19,10,43.38,37.503,6.365
18-3728_Rep2_3.1,805.4,15.5,9.5,42.372,36.098,4.702
18-3728_Rep2_3.2,690.9,16,9,42.243,35.911,5.457
18-3728_Rep2_3.3,675.8,15.5,9.5,42.525,36.427,5.014
18-3728_Rep2_3.4,848,16,10,41.193,33.968,3.902
18-3728_Rep2_3.5,657.1,15,9.5,41.36,34.999,4.58
18-3726_Rep2_5.1,342,13,8,41.178,35.264,6.744
18-3726_Rep2_5.2,361.3,12,8.5,44.995,39.183,8.676
18-3726_Rep2_3.1,512.8,12.5,9,42.559,36.521,5.356
18-3726_Rep2_3.2,528.8,15,9,38.984,33.559,4.955
18-3726_Rep2_3.3,524.4,13,9.5,45.203,40.461,9.678
18-3726_Rep2_3.4,469,13,8.5,42.676,36.392,6.244
18-3726_Rep2_3.5,509.2,12,9,47.401,42.322,9.199
18-3726_Rep2_3.6,534.6,13,9.5,47.096,40.725,6.396
18-3726_Rep2_4.1,236.7,10.5,7.5,40.672,35.214,6.604
18-3726_Rep2_4.2,432.1,13,8,42.937,36.642,5.911
18-3726_Rep2_4.3,329.4,12.5,7,35.866,30.146,4.751
18-3726_Rep2_4.4,213.9,12,6,45.414,39.936,8.757
18-3726_Rep2_1.1,418.9,13,8.5,49.043,44.461,12.725
18-3726_Rep2_1.2,292.9,11,7.5,47.541,42.27,10.2
18-3726_Rep2_1.3,368.7,12,9,52.538,47.917,12.945
18-3726_Rep2_1.4,261.3,11,7.5,49.795,43.215,9.947
18-3726_Rep2_2.1,531,13,10,48.215,42.189,7.472
18-3726_Rep2_2.2,406.9,13,8.5,43.804,38.347,7.448
18-3726_Rep2_2.3,291.6,12.5,8.5,45.714,39.28,6.341
18-3726_Rep2_2.4,438,13.5,9,45.583,39.683,7.145
18-3727_Rep1_4.1,735.5,18,9,44.549,38.749,6.142
18-3727_Rep1_4.2,469.3,14,8.5,48.267,43.215,5.871
18-3727_Rep1_5.1,617.2,17,9,43.299,38.148,5.128
18-3727_Rep1_5.2,644.7,15.5,9.5,41.94,35.649,4.882
18-3727_Rep1_5.3,459.9,16,7.5,46.145,40.065,7.048
18-3727_Rep1_5.4,737.7,18,9,43.258,37.071,4.583
18-3727_Rep1_3.1,469.7,13,9.5,50.041,46.186,7.329
18-3727_Rep1_3.2,851.4,18.5,9.5,45.927,39.211,5.714
18-3727_Rep1_3.3,959.3,18,10.5,46.058,40.093,6.132
18-3727_Rep1_3.4,997.2,17,10.5,47.512,41.41,6.781
18-3727_Rep1_3.5,689.9,16,9.5,46.731,41.131,7.027
18-3727_Rep1_3.6,600.2,15.5,8.5,45.585,38.874,6.239
18-3727_Rep1_2,542,13,8.5,45.933,40.318,5.526
18-3727_Rep1_1.1,743.6,16.5,10,43.865,38.161,5.774
18-3727_Rep1_1.2,1195.8,20.5,11,42.127,36.065,4.378
18-3727_Rep1_1.3,680.5,16,10,44.873,39.572,5.756
18-3727_Rep1_1.4,1080.5,19.5,10.5,45.52,40.066,5.568
18-3723_Rep3_7.1,627.6,16.5,10.5,44.121,39.118,5.728
18-3723_Rep3_7.2,858.5,18.5,11.5,42.397,36.996,4.759
18-3723_Rep3_7.3,602.1,14,10.5,42.151,37.471,5.994
18-3723_Rep3_7.4,352.9,14,8,41.204,36.079,5.751
18-3723_Rep3_7.5,850.2,19.5,10.5,43.562,38.155,4.556
18-3723_Rep3_7.6,556.7,17,10,42.841,37.391,5.656
18-3723_Rep3_6.5,866.4,17,9.5,43.008,36.552,5.996
18-3723_Rep3_6.6,655.4,16,9,44.177,37.57,5.488
18-3723_Rep3_1,437.7,12.5,10,49.128,45.523,13.953
18-3723_Rep3_4.1,498.7,16,9.5,45.754,39.504,6.132
18-3723_Rep3_4.2,542.6,17.5,9,41.709,35.264,4.603
18-3723_Rep3_4.3,555.2,16,9,44.971,39.298,7.875
18-3723_Rep3_4.4,567,16.5,10,46.86,41.722,7.922
18-3723_Rep3_4.5,590.9,16.5,9,48.432,41.759,7.111
18-3724_Rep1_10.1,666.6,15,9.5,42.501,36.39,5.246
18-3724_Rep1_10.2,820,15,10,39.444,33.469,4.331
18-3724_Rep1_10.3,569.1,14.5,9,40.366,34.211,4.616
18-3724_Rep1_10.4,519.8,14,9,38.471,32.061,3.69
18-3724_Rep1_10.5,574.5,14.5,9,45.177,38.736,6.199
18-3724_Rep1_5.1,677.7,17.5,9.5,47.435,42.812,6.624
18-3724_Rep1_5.2,677.6,16,9,46.31,40.301,7.685
18-3724_Rep1_5.3,663.7,15.5,10,41.989,36.201,5.914
18-3724_Rep1_5.4,655.7,16.5,9.5,40.315,33.785,3.704
18-3724_Rep1_5.5,748.6,17,10.5,42.54,36.425,5.283
18-3724_Rep1_5.6,728.1,17,9,42.03,36.036,5.194
18-3724_Rep1_3,535.9,14,9.5,40.731,34.751,4.852
18-3724_Rep1_7.1,460.8,12,8,43.374,36.546,7.371
18-3724_Rep1_7.2,466.9,13,9,40.485,32.882,4.793
18-3724_Rep1_7.3,506.9,12.5,9,42.76,35.638,8.175
18-3724_Rep1_7.4,607.3,13.5,9,44.156,37.174,7.539
18-3724_Rep1_7.5,491.8,14,9,44.59,36.871,6.879
18-3724_Rep1_7.6,780,14.5,10.5,46.839,40.643,9.554
18-3728_Rep3_5.1,1147.2,19,11,46.624,40.535,6.812
18-3728_Rep3_5.2,690.9,17,9.5,45.397,38.697,5.7
18-3728_Rep3_5.3,1062,18,10,44.545,37.93,5.606
18-3728_Rep3_5.4,789.7,17,10,44.197,37.74,4.983
18-3728_Rep3_5.5,958.7,21,10.5,43.312,37.417,4.568
18-3728_Rep3_5.6,964.1,20.5,10.5,43.392,37.315,4.264
18-3725_Rep2_7.1,484.2,13,9,42.715,35.563,5.272
18-3725_Rep2_7.2,556,14.5,9,42.47,35.685,5.713
18-3725_Rep2_7.3,934.7,15.5,11,39.505,32.54,3.899
18-3725_Rep2_7.4,440.3,12,9,42.304,35.592,6.063
18-3725_Rep2_7.5,732.2,15,10,39.13,31.84,3.509
18-3725_Rep2_7.6,380.2,12.5,8,39.694,32.095,3.938
18-3725_Rep2_5.1,438.1,12.5,8,38.706,31.031,3.726
18-3725_Rep2_5.2,472.2,15,8,38.499,30.638,3.553
18-3725_Rep2_5.3,469.5,13,8,37.238,29.841,3.565
18-3725_Rep2_5.4,575.3,14.5,8.5,40.675,33.27,3.827
18-3725_Rep2_5.5,334.1,12,8,35.536,28.147,2.973
18-3725_Rep2_5.6,235.1,10.5,7,41.274,33.353,4.62
18-3725_Rep2_4.1,571.5,13,9,38.281,30.46,3.194
18-3725_Rep2_4.2,513.5,13.5,9,36.778,29.049,3.007
18-3725_Rep2_4.3,609,14,9.5,37.607,29.775,2.964
18-3725_Rep2_4.4,591.1,13.5,9,36.489,29.423,3.25
18-3725_Rep2_4.5,442.2,13,8.5,39.733,32.247,3.987
18-3725_Rep2_4.6,409.8,12,8,35.187,27.169,2.84
18-3725_Rep2_3.1,715.6,14,9.5,35.717,28.595,2.922
18-3725_Rep2_3.2,532.1,12.5,8,42.135,35.494,5.166
18-3725_Rep2_3.3,447.9,11.5,8.5,37.768,30.428,3.132
18-3725_Rep2_3.4,387,12,8.5,34.6,27.37,3.527
18-3723_Rep2_18.1,802.2,16,10.5,40.646,34.589,4.493
18-3723_Rep2_18.2,696.7,16,10.5,39.992,33.158,3.724
18-3723_Rep2_18.3,632.3,16,9.5,41.051,35.223,4.617
18-3723_Rep2_18.4,914.7,18,10,38.333,32.166,3.895
18-3723_Rep2_18.5,873,16,11,43.135,38.266,6.508
18-3723_Rep2_18.6,765.7,16,10,41.812,37.414,7.901
18-3723_Rep2_10.1,805.2,18,10,43.954,37.167,6.143
18-3723_Rep2_10.2,755.5,16,10,42.799,35.785,5.27
18-3723_Rep2_10.3,800.5,17.5,10,46.429,39.856,7.994
18-3723_Rep2_10.4,778.9,19,10,42.547,35.718,4.721
18-3723_Rep2_10.5,751.4,19,10,41.007,34.178,5.05
18-3723_Rep2_10.6,789.9,17.5,10,40.699,34.101,5.244
18-3723_Rep2_15.1,721.3,18,9.5,41.694,34.764,4.968
18-3723_Rep2_15.2,738.2,18,10,42.526,35.905,5.12
18-3723_Rep2_15.3,944.7,18,10.5,40.759,34.402,5.093
18-3723_Rep2_15.4,771.3,16.5,9,41.789,34.822,4.974
18-3723_Rep2_15.5,523.7,17.5,9.5,43.788,37.08,4.93
18-3723_Rep2_15.6,565,19.5,8.5,39.505,32.636,4.407
18-3723_Rep3_14.1,498.7,13,9,42.284,36.922,6.359
18-3723_Rep3_14.2,543.7,12.5,9,44.98,40.39,9.536
18-3723_Rep3_14.3,558,14,9,41.768,37.026,7.23
18-3723_Rep3_14.4,490.2,12.5,8.5,46.009,41.365,9.787
18-3723_Rep3_14.5,514.9,11.5,8.5,47.713,42.861,9.095
18-3723_Rep3_14.6,475,14.5,8,40.284,34.64,4.844
18-3723_Rep3_13.1,789.7,18,10,40.322,34.519,4.304
18-3723_Rep3_13.2,793.2,16,10,41.468,34.838,4.06
18-3723_Rep3_13.3,984.4,18,10,39.634,33.255,4.075
18-3723_Rep3_13.4,926.9,17.5,10,39.945,33.544,4.061
18-3723_Rep3_11.2,584.8,15,8,48.825,43.451,8.573
18-3723_Rep3_11.3,772.5,15.5,10,47.791,42.225,7.842
18-3723_Rep3_11.4,640.4,14,9,48.621,43.567,8.053
18-3723_Rep3_11.5,621.8,15.5,8.5,49.372,43.415,6.945
18-3723_Rep3_11.1,640.6,14.5,9,47.223,41.632,6.496
18-3723_Rep3_12.1,903.1,17,10,42.252,35.007,4.499
18-3723_Rep3_12.2,1274.8,17,11.5,47.205,40.504,6.817
18-3723_Rep3_10.1,728.7,16,10,45.499,38.613,4.623
18-3723_Rep3_10.2,756,15,10,46.247,39.62,5.96
18-3723_Rep3_10.3,1068.8,17,10.5,47.103,40.396,6.001
18-3723_Rep3_8.1,550,14,9,44.706,38.095,6.01
18-3723_Rep3_8.2,704.9,15.5,9.5,46.513,40.099,6.572
18-3723_Rep3_8.3,668.1,15,9.5,45.789,39.186,5.991
18-3723_Rep3_8.4,855.4,18.5,9.5,39.872,32.805,3.837
18-3723_Rep3_8.5,484.6,14,9,40.688,33.934,3.73
18-3723_Rep3_8.6,512,14.5,8,42.608,35.885,4.556
18-3723_Rep3_2.1,824.4,16.5,10,46.058,40.24,7.695
18-3723_Rep3_2.2,906.3,16.5,10.5,45.478,39.354,7.506
18-3723_Rep3_2.3,948.9,18,10,46.725,41.168,7.759
18-3723_Rep3_5.1,611.2,16.5,8.5,45.455,38.164,5.066
18-3723_Rep3_5.2,646.6,15,9.5,46.937,40.498,6.745
18-3723_Rep3_5.3,493.5,14,8.5,43.806,37.88,6.506
18-3723_Rep3_5.4,646.9,15,9.5,47.799,40.849,6.56
18-3723_Rep3_5.5,671.7,17,9.5,43.732,37.784,5.536
18-3723_Rep3_5.6,576.4,14.5,9,45.629,39.82,6.764
18-3723_Rep3_3.1,814.4,17,9,45.642,39.603,7.422
18-3723_Rep3_3.2,703.2,15.5,9,45.039,39.013,6.086
18-3723_Rep3_3.3,749,16,9.5,45.465,39.881,7.081
18-3723_Rep3_3.4,596.9,17,9,42.015,36.146,5.134
18-3723_Rep3_3.5,657.8,15.5,10.5,42.039,36.113,5.192
18-3723_Rep3_3.6,801.2,15.5,10.5,45.436,39.121,5.141
18-3724_Rep1_6.1,559.1,13,10,43.478,37.33,4.369
18-3724_Rep1_6.2,803.6,15,10,45.148,38.071,4.152
18-3724_Rep1_6.3,457,12.5,9,42.934,36.264,4.814
18-3724_Rep1_6.4,568.7,14.5,8.5,42.788,35.623,3.769
18-3724_Rep1_6.5,575,15,9.5,44.663,38.071,4.608
18-3724_Rep1_6.6,566.6,15.5,8.5,42.449,35.898,4.183
18-3724_Rep1_1.1,706.2,16,9.5,45.999,40.275,6.393
18-3724_Rep1_1.2,411.4,13.5,8,31.837,28.809,7.914
18-3724_Rep1_4.1,688.3,15.5,10,43.012,36.621,4.204
18-3724_Rep1_4.2,543.6,14.5,9.5,41.967,35.509,4.486
18-3724_Rep1_4.3,340.9,14,7,38.947,31.877,3.256
18-3724_Rep1_4.4,552,14.5,9.5,41.156,34.424,4.206
18-3724_Rep1_2.1,620.7,16,9,46.011,39.884,6.431
18-3724_Rep1_2.2,535,16,9,45.023,38.837,5.98
18-3724_Rep1_2.3,346.7,14.5,8,41.195,34.22,3.871
18-3724_Rep1_2.4,564,16.5,9,44.615,37.824,4.422
18-3724_Rep1_2.5,535.3,16.5,8.5,48.125,42.425,9.327
18-3724_Rep1_2.6,407.3,15.5,8,38.952,31.929,3.323
18-3724_Rep1_3.1,282.9,14,7,41.92,36.228,6.353
18-3724_Rep1_3.2,519.7,17,8.5,43.894,37.131,5.679
18-3724_Rep1_3.3,403.7,14.5,7.5,41.427,34.348,5.93
18-3724_Rep1_3.4,475,14,8.5,47.424,41.262,8.116
18-3724_Rep1_3.5,427.9,14.5,8.5,50.07,44.724,9.335
18-3724_Rep1_3.6,436.1,14.5,8.5,43.246,36.569,6.348
18-3725_Rep2_09.1,554.4,14,9.5,36.303,29.968,3.253
18-3725_Rep2_09.2,556.4,11.5,10,39.147,32.978,3.754
18-3725_Rep2_13.1,547.4,15,9,35.999,28.707,3.054
18-3725_Rep2_13.2,412.7,13,7.5,36.703,28.938,2.836
18-3725_Rep2_13.3,402.8,14.5,8,35.254,27.324,2.892
18-3725_Rep2_11.1,405.2,11.5,8.5,39.472,32.849,3.597
18-3725_Rep2_11.2,597,13,9,41.684,35.296,4.612
18-3725_Rep2_11.3,558.3,13,9,38.071,31.622,3.787
18-3725_Rep2_11.4,424.2,12,8,41.039,34.111,3.641
18-3725_Rep2_11.5,597.5,12,9,40.927,34.556,4.038
18-3725_Rep2_11.6,461.5,11.5,9,38.946,32.54,3.763
18-3725_Rep2_14.1,286.1,14.5,6,40.357,33.413,3.524
18-3725_Rep2_14.2,405.7,13,8,41.224,34.412,3.534
18-3725_Rep2_14.3,448.4,14.5,8,41.615,34.279,3.449
18-3725_Rep2_14.4,388.3,13.5,8,40.862,33.791,3.605
18-3725_Rep2_14.5,318.2,12,8,39.271,32.63,3.209
18-3725_Rep2_14.6,430.6,13,8.5,41.19,34.049,3.52
18-3725_Rep2_16.1,366,12,7,40.4,33.476,4.866
18-3725_Rep2_16.2,285.3,11.5,6.5,37.031,30.358,3.135
18-3725_Rep2_16.3,449.7,13.5,7.5,38.072,30.636,3.375
18-3725_Rep2_16.4,410.2,13.5,7,39.938,33.828,5.194
18-3725_Rep2_17.1,463.1,12.5,9,37.925,31.35,3.898
18-3725_Rep2_17.2,426.9,12,9,39.525,32.311,3.424
18-3725_Rep2_18.1,310.2,10.5,7.5,40.61,33.018,3.753
18-3725_Rep2_18.2,553.7,15.5,8,37.083,29.588,3.095
18-3725_Rep2_18.3,620.8,14,9,37.41,30.702,5.678
18-3725_Rep2_19.1,501.2,13.5,9,37.957,30.993,3.578
18-3725_Rep2_19.2,587.7,13,9.5,37.544,30.982,4.169
18-3725_Rep2_19.3,496.4,12,9,38.435,31.924,3.731
18-3725_Rep2_19.4,372.4,11,7.5,38.327,31.401,3.856
18-3725_Rep2_19.5,497,13.5,8.5,39.012,32.523,3.781
18-3725_Rep2_19.6,349.9,11.5,7.5,39.305,32.063,3.662
18-3725_Rep2_20.1,709.9,15,9.5,39.651,32.154,3.465
18-3725_Rep2_20.2,559.5,13,9,38.748,31.657,3.342
18-3725_Rep2_20.3,511,13,9,37.353,30.341,3.181
18-3725_Rep2_1.1,503.8,12.5,9,37.979,31.07,2.965
18-3725_Rep2_1.2,349.7,12.5,7.5,34.349,26.519,2.937
18-3725_Rep2_1.3,520.8,13.5,8.5,37.674,30.951,3.571
18-3725_Rep2_1.4,392,12.5,7.5,41.017,34.209,3.992
18-3725_Rep2_2.1,358.9,13,7.5,38.012,31.418,3.797
18-3725_Rep2_2.2,347.2,11,7.5,35.846,28.62,3.233
18-3725_Rep2_2.3,472.8,14.5,8,35.817,28.771,2.951
18-3725_Rep2_2.4,298.2,12.5,6.5,34.503,26.787,2.52
18-3725_Rep2_10.1,534.5,14,8.5,35.595,29.066,3.186
18-3725_Rep2_10.2,525.1,14,9,37.212,30.819,3.757
18-3725_Rep2_10.3,822,16,9.5,40.349,33.142,3.618
18-3725_Rep2_10.4,630.6,15,9.5,38.252,31.799,3.859
18-3725_Rep2_10.5,768.5,15.5,9.5,39.061,32.013,3.708
18-3725_Rep2_10.6,609.4,14.5,8,41.07,34.298,5.056
18-3725_Rep2_6.1,590.5,14.5,9.5,36.245,29.825,3.426
18-3725_Rep2_6.2,437.6,12.5,8.5,36.796,29.93,3.348
18-3725_Rep2_6.3,613.2,14.5,9.5,38.489,31.415,3.474
18-3725_Rep2_6.4,379.3,13,8.5,35.629,29.141,3.388
18-3725_Rep2_6.5,645.5,15.5,10,40.477,33.582,3.43
18-3725_Rep2_6.6,517.1,14,9,38.896,31.752,3.163
18-3725_Rep2_12.1,610.2,12.5,9,44.367,37.834,6.341
18-3725_Rep2_12.2,432.9,12.5,8.5,37.092,30.279,3.373
18-3725_Rep2_12.3,421.8,11.5,9,38.988,32.708,4.441
18-3725_Rep2_12.4,651.2,13.5,9.5,37.553,30.661,3.235
18-3725_Rep2_12.5,610.1,13.5,9.5,42.738,36.7,6.235
18-3725_Rep2_12.6,529.4,12.5,9.5,36.661,31.185,4.385
18-3725_Rep2_8.1,659.6,13.5,9.5,37.897,31.179,3.417
18-3725_Rep2_8.2,426.4,12.5,8.5,38.086,30.966,3.571
18-3725_Rep2_8.3,471.5,13,8.5,38.022,31.053,3.549
18-3725_Rep2_8.4,477.9,13,8.5,37.684,30.473,3.15
18-3725_Rep2_8.5,584.2,13.5,9,40.543,33.729,3.859
18-3723_Rep2_12.1,604.6,16,9,37.81,31.332,3.824
18-3723_Rep2_12.2,643.2,16,9,36.969,30.54,3.524
18-3723_Rep2_12.3,598.6,17,9,37.994,31.572,3.819
18-3723_Rep2_12.4,278.2,12.5,6.5,34.644,28.45,3.187
18-3723_Rep2_12.5,330.4,14,7,35.906,28.948,3.996
18-3723_Rep2_12.6,626.8,15.5,9.5,40.686,34.586,4.174
18-3723_Rep2_13.1,493.1,15,8.5,36.559,29.741,3.266
18-3723_Rep2_13.2,550.2,15.5,9,39.441,32.743,3.752
18-3723_Rep2_13.3,643.3,15.5,9,39.019,32.538,3.9
18-3723_Rep2_13.4,694.9,16.5,10.5,38.085,32.706,4.652
18-3723_Rep2_14.1,779.6,14.5,10,40.209,32.927,3.666
18-3723_Rep2_14.2,898.1,15.5,11,38.521,31.741,3.895
18-3723_Rep2_14.3,720.6,15,9.5,38.866,32.018,3.757
18-3723_Rep2_14.4,835.6,14.5,10,35.881,29.526,3.731
18-3723_Rep2_14.5,525.1,13.5,9,39.324,32.699,4.203
18-3723_Rep2_14.6,680.7,14.5,9,38.005,31.086,3.484
18-3723_Rep2_16.1,868.3,17,9.5,37.603,30.083,2.833
18-3723_Rep2_16.2,746.4,15,10,38.2,31.122,3.347
18-3723_Rep2_16.3,651.5,16,9,38.211,30.846,3.062
18-3723_Rep2_16.4,640.8,16.5,9.5,39.051,31.894,3.446
18-3723_Rep2_17.1,825.4,17.5,10.5,36.238,28.814,3.61
18-3723_Rep2_17.2,490.3,13.5,8.5,38.123,30.516,3.491
18-3723_Rep2_17.3,1054.2,17.5,10.5,41.137,33.816,3.974
18-3723_Rep2_17.4,534.6,16,9,36.905,29.61,3.202
18-3723_Rep2_17.5,776.8,18,9,40.779,33.382,3.739
18-3723_Rep2_17.6,782.3,18,9.5,37.528,30.283,3.86
18-3723_Rep3_15.1,499.9,14,8.5,38.746,33.041,3.887
18-3723_Rep3_15.2,588.3,15.5,7,40.489,35.333,5.219
18-3723_Rep3_15.3,542.2,16,8,39.766,33.951,4.428
18-3723_Rep3_15.4,489.7,15,8,37.667,32.7,4.848
18-3723_Rep3_15.5,635.5,14.5,9,38.857,33.993,5.012
18-3723_Rep3_15.6,401.9,11,7.5,38.723,32.963,4.28
18-3723_Rep3_16.1,802,14.5,10,40.776,35.594,6.18
18-3723_Rep3_16.2,760.3,14.5,10,39.688,34.118,5.239
18-3723_Rep3_16.3,801.5,15.5,10,41.5,35.761,5.906
18-3723_Rep3_16.4,572.1,14.5,9,39.709,34.103,4.144
18-3723_Rep3_16.5,479.8,15,8.5,38.479,32.794,4.458
18-3723_Rep3_17.1,885.7,15.5,10.5,37.136,30.754,3.354
18-3723_Rep3_17.2,696.6,15,10,39.119,31.946,3.774
18-3723_Rep3_17.3,705.9,13.5,10.5,36.651,29.924,3.315
18-3723_Rep3_17.4,716.5,14,10,39.189,32.63,4.027
18-3723_Rep3_18.1,430,13.5,7.5,40.321,34.468,3.689
18-3723_Rep3_18.2,651.7,15.5,9,38.951,32.952,4.335
18-3723_Rep3_18.3,533.6,14,8.5,39.606,33.635,4.285
18-3723_Rep3_18.4,613.4,16.5,8,37.839,31.877,3.907
18-3723_Rep3_18.5,499.5,16,7,37.362,31.272,3.822
18-3723_Rep3_18.6,512.5,15,8.5,36.997,31.083,3.76
18-3723_Rep3_19.1,690.6,14,9,46.607,39.44,5.431
18-3723_Rep3_19.2,283.2,11.5,6,40.052,33.877,4.24
18-3723_Rep3_19.3,632.1,13.5,9,40.605,34.501,4.586
18-3723_Rep3_19.4,342.4,11,8,38.796,33.042,4.145
18-3723_Rep3_19.5,438.8,12,8.5,39.346,33.343,3.988
18-3723_Rep3_19.6,479.5,13.5,8.5,38.201,32.556,4.321
18-3723_Rep2_7.1,645.3,13.5,9.5,38.998,32.653,3.959
18-3723_Rep2_7.2,749,14.5,10,37.485,31.393,4.203
18-3723_Rep2_7.3,821.9,15,10.5,36.402,30.461,3.594
18-3723_Rep2_7.4,908.4,16.5,10,39.86,33.811,4.58
18-3723_Rep2_7.5,868.5,16,9.5,38.27,31.903,4.114
18-3723_Rep2_7.6,685.9,14,9.5,37.422,31.489,3.498
18-3723_Rep2_8.1,662.4,14,10,39.479,33.624,4.43
18-3723_Rep2_8.2,465.6,13.5,9,34.761,28.944,3.359
18-3723_Rep2_8.3,559.7,13.5,9,37.781,32.032,4.136
18-3723_Rep2_8.4,582.8,14.5,9,37.69,32.181,3.991
18-3723_Rep2_9.1,698.4,14,10,40.23,34.453,5.439
18-3723_Rep2_9.2,679.9,14.5,10,39.42,33.724,4.595
18-3723_Rep2_9.3,669.7,13,10.5,39.496,34.103,4.906
