EntryID,Pop,Year,Site,Block,Plot,Gid,Fruit,Weight,Length,Width,Brix,DM,L,a,b
18-3723_Rep1_16.4,C0,2018,S2,1,1,18-3723_Rep1_16,4,928.9,16.5,10.0,7.7,9.20821114369502,68.7360509623993,23.8344578177284,66.6319427375494
18-3723_Rep1_16.5,C0,2018,S2,1,1,18-3723_Rep1_16,5,882.8,19.0,9.5,9.1,14.4667952604023,67.5402831396097,23.1081806885342,73.4386164049331
18-3723_Rep1_18.1,C0,2018,S2,1,1,18-3723_Rep1_18,1,459.7,16.5,8.0,10.9,12.0850428944424,66.430431057575,25.8871907765974,68.434036986973
18-3723_Rep1_18.2,C0,2018,S2,1,1,18-3723_Rep1_18,2,281.6,14.0,6.5,11.1,,67.8292904674584,25.7489399371424,67.0447763691439
18-3723_Rep1_18.3,C0,2018,S2,1,1,18-3723_Rep1_18,3,430.0,14.0,9.0,11.3,11.7664233576642,65.5316503775728,26.1980794223547,67.5534686255781
18-3723_Rep1_18.4,C0,2018,S2,1,1,18-3723_Rep1_18,4,801.7,16.5,10.5,10.4,11.027027027027,66.9932225597726,28.5581258717112,66.6240715879503
18-3723_Rep1_18.5,C0,2018,S2,1,1,18-3723_Rep1_18,5,640.9,14.5,9.5,10.2,10.0560398505604,70.8447126201686,24.0711267511332,67.1026818097298
18-3723_Rep1_13.1,C0,2018,S2,1,1,18-3723_Rep1_13,1,603.6,14.5,9.5,10.2,11.1667187988739,67.8440956725855,23.1671156435475,70.8759002321494
18-3723_Rep1_14.4,C0,2018,S2,1,1,18-3723_Rep1_14,4,710.7,15.0,11.0,10.3,10.6749505789325,66.6549446103033,24.7776052214766,69.9245235509631
18-3723_Rep1_14.5,C0,2018,S2,1,1,18-3723_Rep1_14,5,675.8,14.5,10.5,10.1,11.8112312153968,67.9638256029579,23.4704203255655,67.9722332402235
18-3723_Rep1_14.6,C0,2018,S2,1,1,18-3723_Rep1_14,6,557.4,16.0,8.5,9.4,11.1351685740798,71.2170226285345,23.7136274776504,60.81655877368
18-3723_Rep1_15.1,C0,2018,S2,1,1,18-3723_Rep1_15,1,1136.7,17.5,10.0,10.9,12.7625201938611,66.1692550664798,26.208715134264,70.5673965019515
18-3723_Rep1_15.2,C0,2018,S2,1,1,18-3723_Rep1_15,2,1033.4,18.0,10.5,9.9,11.5752551020408,69.9983005396998,20.215462187235,60.6275529914697
18-3723_Rep1_15.3,C0,2018,S2,1,1,18-3723_Rep1_15,3,886.6,16.5,11.0,9.7,13.6209813874789,69.0033201489734,25.2658608562303,69.2324523959332
18-3723_Rep1_15.4,C0,2018,S2,1,1,18-3723_Rep1_15,4,913.9,17.0,10.0,10.3,13.968439509059,67.408116648949,25.1648736226585,68.7125071011734
18-3725_Rep3_14.1,C4,2018,S2,3,1,18-3725_Rep3_14,1,564.2,14.5,9.5,10.9,13.5635635635636,63.8911804459231,26.39674550968,69.3475175791944
18-3725_Rep3_14.2,C4,2018,S2,3,1,18-3725_Rep3_14,2,531.4,12.5,9.5,12.9,14.6816935729516,64.0555091419479,26.4745196072561,72.242090365537
18-3725_Rep3_14.3,C4,2018,S2,3,1,18-3725_Rep3_14,3,668.2,14.5,10.0,11.9,13.5359908230571,62.9291389323222,28.5135601870344,71.5987947160243
18-3725_Rep3_14.4,C4,2018,S2,3,1,18-3725_Rep3_14,4,556.8,12.5,9.5,12.9,15.9693165969317,63.8103956825474,28.0448138365426,72.5577321965587
18-3725_Rep3_14.5,C4,2018,S2,3,1,18-3725_Rep3_14,5,433.1,13.5,8.5,13.1,14.6443514644351,62.4797662062328,28.2642580976381,69.4857037670614
18-3725_Rep3_14.6,C4,2018,S2,3,1,18-3725_Rep3_14,6,629.8,13.5,9.5,11.3,11.5797354629399,64.7867713859359,27.0763913130531,73.2885484589777
18-3725_Rep3_19.1,C4,2018,S2,3,1,18-3725_Rep3_19,1,560.6,12.5,8.5,14.4,13.9598790876614,64.6222113500712,26.43934803159,62.5026304999217
18-3725_Rep3_19.2,C4,2018,S2,3,1,18-3725_Rep3_19,2,547.3,13.5,9.0,8.6,14.9926793557833,63.4897269206498,28.423515893882,72.9206273076043
18-3725_Rep3_19.3,C4,2018,S2,3,1,18-3725_Rep3_19,3,542.8,13.0,9.5,11.9,15.8915834522111,62.5076336444413,29.8460817287182,73.5557459080361
18-3725_Rep3_19.4,C4,2018,S2,3,1,18-3725_Rep3_19,4,378.8,12.5,8.0,10.8,14.1916906622789,58.8017670853283,31.4657618622343,69.1735470738983
18-3725_Rep3_19.5,C4,2018,S2,3,1,18-3725_Rep3_19,5,480.2,13.5,8.5,10.9,12.3493975903614,64.6861978937411,28.9733298765101,72.9021902150865
18-3725_Rep3_18.1,C4,2018,S2,3,1,18-3725_Rep3_18,1,412.7,12.0,8.0,10.2,14.2239946826188,67.5380465118573,25.9922143417649,68.4104049607126
18-3725_Rep3_18.2,C4,2018,S2,3,1,18-3725_Rep3_18,2,380.8,11.0,8.5,10.9,14.2371601208459,65.950591373308,27.1057781157315,70.350599825593
18-3725_Rep3_18.3,C4,2018,S2,3,1,18-3725_Rep3_18,3,336.4,11.0,7.5,11.1,13.4185303514377,66.1669431747711,26.7632702128059,67.362526467995
18-3725_Rep3_18.4,C4,2018,S2,3,1,18-3725_Rep3_18,4,430.1,11.0,8.5,11.1,13.4358974358974,66.1199064661968,28.8060723298209,71.6744132148309
18-3725_Rep3_18.5,C4,2018,S2,3,1,18-3725_Rep3_18,5,512.1,12.5,9.5,12.2,15.29284164859,69.5826281747705,24.3287686552143,71.2354320399416
18-3725_Rep3_18.6,C4,2018,S2,3,1,18-3725_Rep3_18,6,365.1,12.0,8.0,11.5,16.0041841004184,69.421070563189,25.3622494121594,70.6220111782936
18-3725_Rep3_12.1,C4,2018,S2,3,1,18-3725_Rep3_12,1,668.2,15.0,9.5,9.8,13.258505787443,65.8730453472716,28.2595423758044,74.4219976116493
18-3725_Rep3_12.2,C4,2018,S2,3,1,18-3725_Rep3_12,2,715.2,15.0,10.5,12.2,14.4308473793581,68.8670064912379,24.5659812119244,68.8094783162699
18-3725_Rep3_12.3,C4,2018,S2,3,1,18-3725_Rep3_12,3,479.9,13.0,8.5,12.0,15.8330951700486,68.4335261190108,23.3579505657275,69.6599887521349
18-3725_Rep3_12.4,C4,2018,S2,3,1,18-3725_Rep3_12,4,351.6,13.0,7.0,11.5,15.438373570521,66.4985250606222,27.5656730922358,73.4111618871898
18-3725_Rep3_12.5,C4,2018,S2,3,1,18-3725_Rep3_12,5,374.2,12.5,7.0,11.4,13.8182973316391,69.4424568418261,24.1146871197226,75.5628437188052
18-3725_Rep3_12.6,C4,2018,S2,3,1,18-3725_Rep3_12,6,389.1,13.5,7.5,12.8,16.7136631632915,66.1592359293292,26.6544428223074,73.9400590767118
18-3725_Rep3_11.1,C4,2018,S2,3,1,18-3725_Rep3_11,1,664.2,14.5,9.5,8.5,11.1858190709046,66.6838744903949,30.4723674040561,76.9894995282282
18-3725_Rep3_11.2,C4,2018,S2,3,1,18-3725_Rep3_11,2,402.9,12.0,8.5,13.4,16.4379189275455,65.2701706356638,29.0846400981595,77.0006002685304
18-3725_Rep1_14.1,C4,2018,S2,1,1,18-3725_Rep1_14,1,478.1,15.0,8.0,11.7,16.8914362778152,60.8988288238804,32.1843340417285,73.9129058370601
18-3725_Rep1_14.2,C4,2018,S2,1,1,18-3725_Rep1_14,2,490.3,16.0,8.0,12.0,16.7669819432502,63.8740579365006,29.5167417348419,71.1408261135939
18-3725_Rep1_14.3,C4,2018,S2,1,1,18-3725_Rep1_14,3,603.8,17.0,9.0,14.9,22.0282626766417,63.945760400801,30.511474068753,74.1204174167214
18-3725_Rep1_14.4,C4,2018,S2,1,1,18-3725_Rep1_14,4,620.5,14.5,9.0,9.0,15.9654395191585,63.9905092074386,30.8009122465043,75.3711864467989
18-3725_Rep1_14.5,C4,2018,S2,1,1,18-3725_Rep1_14,5,684.1,18.0,8.5,11.5,17.3157747268142,64.1122976251175,29.952477241223,72.3966392378252
18-3725_Rep1_14.6,C4,2018,S2,1,1,18-3725_Rep1_14,6,698.0,17.5,10.0,12.8,18.1754874651811,63.71553022749,29.9865773030928,72.7433264676429
18-3725_Rep1_10.1,C4,2018,S2,1,1,18-3725_Rep1_10,1,505.3,12.5,9.0,8.8,14.6899224806202,67.0573805415379,26.1723748981308,68.8755920888477
18-3725_Rep1_10.2,C4,2018,S2,1,1,18-3725_Rep1_10,2,461.1,12.0,9.0,11.4,17.9848693259973,66.290831299861,27.0943812427092,74.7868253499031
18-3725_Rep1_10.3,C4,2018,S2,1,1,18-3725_Rep1_10,3,272.6,11.5,7.0,10.1,13.9955849889625,68.5632368328245,24.1386538086164,62.8119666419395
18-3725_Rep1_10.4,C4,2018,S2,1,1,18-3725_Rep1_10,4,560.5,13.5,9.0,10.7,16.2265462126477,68.9536055375361,24.0401787703646,67.1702570333447
18-3725_Rep1_10.5,C4,2018,S2,1,1,18-3725_Rep1_10,5,449.6,12.0,8.0,10.7,14.1663350577,68.1001379308083,23.5694065014591,64.7331232126794
18-3725_Rep1_9.1,C4,2018,S2,1,1,18-3725_Rep1_9,1,445.3,13.0,8.0,9.2,12.5264270613108,67.2109566438365,29.3307397864381,73.8069628100682
18-3725_Rep1_9.2,C4,2018,S2,1,1,18-3725_Rep1_9,2,680.4,13.5,9.5,9.5,11.9281045751634,67.8396546600677,26.9932278323426,65.0321738680663
18-3725_Rep1_9.3,C4,2018,S2,1,1,18-3725_Rep1_9,3,418.7,13.0,7.5,8.7,12.2369446609509,66.7652263761283,30.3471264285174,72.2500340944081
18-3725_Rep1_9.4,C4,2018,S2,1,1,18-3725_Rep1_9,4,371.5,12.5,8.0,12.1,16.0949022122475,65.7408789631799,28.1006059328819,71.0810954127776
18-3725_Rep1_9.5,C4,2018,S2,1,1,18-3725_Rep1_9,5,314.8,11.0,7.5,10.1,15.0600343053173,67.9866979994644,27.9975988033762,70.1029594687601
18-3725_Rep1_9.6,C4,2018,S2,1,1,18-3725_Rep1_9,6,491.5,13.0,8.0,9.0,11.6206896551724,68.172167938552,28.7140446217882,72.6241927956055
18-3725_Rep1_12.1,C4,2018,S2,1,1,18-3725_Rep1_12,1,607.3,11.5,9.5,10.3,17.4085850556439,63.6606342215039,30.5464526369897,65.656075943162
18-3725_Rep1_12.2,C4,2018,S2,1,1,18-3725_Rep1_12,2,621.5,12.0,10.0,11.6,14.2476697736352,65.6676148537604,27.6424028184729,71.3840379291121
18-3725_Rep1_12.3,C4,2018,S2,1,1,18-3725_Rep1_12,3,585.3,12.0,9.5,12.3,15.5684007707129,68.9139362334318,25.2964317306533,70.3779587483903
18-3725_Rep1_12.4,C4,2018,S2,1,1,18-3725_Rep1_12,4,664.9,13.0,9.0,11.9,16.9844455594581,68.456874283765,27.9382047425269,75.955096672014
18-3725_Rep1_12.5,C4,2018,S2,1,1,18-3725_Rep1_12,5,659.1,13.0,9.5,11.7,16.6796976804795,71.311993883936,22.5948504322743,64.1966258233848
18-3725_Rep1_12.6,C4,2018,S2,1,1,18-3725_Rep1_12,6,756.5,13.5,10.0,13.2,16.3732394366197,68.4758351666273,25.467997564345,70.3800919420518
18-3725_Rep1_13.1,C4,2018,S2,1,1,18-3725_Rep1_13,1,453.3,10.0,9.0,11.2,14.5720649061406,64.9037915269742,29.2054057073002,69.6227870191717
18-3725_Rep1_13.2,C4,2018,S2,1,1,18-3725_Rep1_13,2,540.4,11.5,9.5,11.3,15.1759767516952,62.6836697607825,30.6102039312931,73.6930002647897
18-3725_Rep1_13.3,C4,2018,S2,1,1,18-3725_Rep1_13,3,450.2,11.0,9.0,12.9,18.326359832636,65.2149904297074,30.797015056207,77.4260661719434
18-3725_Rep1_13.4,C4,2018,S2,1,1,18-3725_Rep1_13,4,553.3,11.0,9.0,10.7,14.516672280229,64.7237427113587,29.6927367208182,69.2071598551567
18-3726_Rep3_4.1,Honeynut,2018,S2,3,1,18-3726_Rep3_4,1,303.2,12.5,7.0,11.5,15.0509241795549,67.0867845892828,25.6710076970631,65.4599017782254
18-3726_Rep3_4.2,Honeynut,2018,S2,3,1,18-3726_Rep3_4,2,404.7,12.5,8.0,12.0,15.0435771125426,70.7729070022695,24.1650797050347,64.8771137226756
18-3726_Rep3_4.3,Honeynut,2018,S2,3,1,18-3726_Rep3_4,3,452.8,12.5,8.5,11.0,13.9758179231863,69.9800052741309,23.4251659483798,62.6757455811393
18-3726_Rep3_4.4,Honeynut,2018,S2,3,1,18-3726_Rep3_4,4,318.8,11.5,7.5,10.6,15.1566951566952,72.120753537586,23.2633746663216,62.9246337985008
18-3726_Rep3_4.5,Honeynut,2018,S2,3,1,18-3726_Rep3_4,5,261.7,12.0,6.5,12.7,15.4349247874428,67.0717081906993,25.0831114311273,64.0895013036479
18-3726_Rep3_3.1,Honeynut,2018,S2,3,1,18-3726_Rep3_3,1,323.8,11.5,7.0,10.7,15.3388429752066,70.7210502577923,23.3017526463518,64.1109089272114
18-3726_Rep3_3.2,Honeynut,2018,S2,3,1,18-3726_Rep3_3,2,551.9,13.5,8.5,9.9,12.4502906087489,70.1920337453967,25.2369559894641,67.0014974698627
18-3726_Rep3_3.3,Honeynut,2018,S2,3,1,18-3726_Rep3_3,3,229.0,10.0,6.5,12.4,,66.9637521422914,22.4657597899962,59.4891289190772
18-3726_Rep3_3.4,Honeynut,2018,S2,3,1,18-3726_Rep3_3,4,165.3,9.0,6.0,11.4,15.3636981645139,67.6883794484066,25.5911374609961,64.535804371095
18-3726_Rep3_3.5,Honeynut,2018,S2,3,1,18-3726_Rep3_3,5,257.2,11.0,7.0,10.1,13.7047710534742,67.2342446248294,24.1673908994708,63.9380472449617
18-3726_Rep3_3.6,Honeynut,2018,S2,3,1,18-3726_Rep3_3,6,201.0,10.5,6.0,11.3,14.4551519644181,65.6629339564696,24.8126695887622,67.9963421624188
18-3726_Rep3_5.1,Honeynut,2018,S2,3,1,18-3726_Rep3_5,1,432.9,12.5,8.0,10.4,12.8352490421456,73.3321937588846,22.421449607467,64.9700682119732
18-3726_Rep3_5.2,Honeynut,2018,S2,3,1,18-3726_Rep3_5,2,249.8,10.0,6.5,11.5,15.7047506870828,67.0279556597447,26.468440012536,67.5352207352491
18-3726_Rep3_5.3,Honeynut,2018,S2,3,1,18-3726_Rep3_5,3,463.6,12.0,8.5,10.4,13.5723771580345,70.7639229403467,24.5629313275854,66.6311526080613
18-3726_Rep3_1.1,Honeynut,2018,S2,3,1,18-3726_Rep3_1,1,577.3,14.0,9.0,11.7,,72.2732570245384,21.4587810241818,61.0536679261426
18-3726_Rep3_1.2,Honeynut,2018,S2,3,1,18-3726_Rep3_1,2,515.4,14.0,8.5,10.6,14.2648668369208,70.0531396837407,24.6484621813667,65.5018457406238
18-3726_Rep3_8.1,Honeynut,2018,S2,3,1,18-3726_Rep3_8,1,383.1,12.0,7.5,12.0,15.3874813710879,73.2074908815639,22.1652979975215,60.6852829420638
18-3726_Rep3_8.2,Honeynut,2018,S2,3,1,18-3726_Rep3_8,2,415.4,13.0,8.0,12.3,17.492816091954,71.2587261174473,22.9758970251697,67.2323983103361
18-3726_Rep3_8.3,Honeynut,2018,S2,3,1,18-3726_Rep3_8,3,432.9,13.5,8.0,10.8,17.6636713735558,73.7468833086687,22.3718745564528,64.50561196226
18-3726_Rep3_8.4,Honeynut,2018,S2,3,1,18-3726_Rep3_8,4,272.3,11.0,7.0,11.4,15.006468305304,71.4965619085569,23.8082686966188,64.2724331801179
18-3726_Rep3_8.5,Honeynut,2018,S2,3,1,18-3726_Rep3_8,5,310.0,12.0,7.5,11.9,14.6494593651901,66.3223209251559,25.336741777023,66.2458680617068
18-3724_Rep3_6.1,C1,2018,S2,3,1,18-3724_Rep3_6,1,382.8,14.5,8.0,10.9,14.6382691007437,67.5246242295635,23.2473164039916,71.5963693070421
18-3724_Rep3_6.2,C1,2018,S2,3,1,18-3724_Rep3_6,2,786.8,17.0,9.0,5.9,9.69510106200754,71.2094980816393,19.9553258473676,63.0518546716777
18-3724_Rep3_6.3,C1,2018,S2,3,1,18-3724_Rep3_6,3,610.7,17.5,8.5,10.1,11.9285714285714,67.1853999899022,25.2340364568697,72.5770302162474
18-3724_Rep3_6.4,C1,2018,S2,3,1,18-3724_Rep3_6,4,829.3,16.5,9.0,8.5,10.981610981611,68.5515937148848,23.5928970591279,69.4914357259584
18-3724_Rep3_2.1,C1,2018,S2,3,1,18-3724_Rep3_2,1,490.8,16.0,8.5,10.6,12.5146886016451,67.713629965981,21.9186204444602,67.2677512270771
18-3724_Rep3_2.2,C1,2018,S2,3,1,18-3724_Rep3_2,2,469.7,14.0,9.0,11.3,15.3201219512195,68.7128564560373,24.0415570143636,71.192932581614
18-3724_Rep3_2.3,C1,2018,S2,3,1,18-3724_Rep3_2,3,629.2,17.0,9.0,8.4,10.7860415932323,71.1773331090922,24.3535144568857,67.9424473178888
18-3724_Rep3_2.4,C1,2018,S2,3,1,18-3724_Rep3_2,4,527.5,14.0,9.5,9.9,12.2768556216724,65.792241347802,23.9184547695278,66.6633001149532
18-3724_Rep3_2.5,C1,2018,S2,3,1,18-3724_Rep3_2,5,408.4,14.5,7.5,9.7,11.7224880382775,69.1284298930152,23.0331033262373,67.8276459544166
18-3724_Rep3_2.6,C1,2018,S2,3,1,18-3724_Rep3_2,6,697.3,16.0,10.0,9.2,11.5362811791383,72.325975417059,21.5487769260518,65.4451530871622
18-3724_Rep3_5.1,C1,2018,S2,3,1,18-3724_Rep3_5,1,183.6,11.5,6.5,12.6,17.3973075595444,63.2021313578041,29.7872942043518,74.7788131536742
18-3724_Rep3_5.2,C1,2018,S2,3,1,18-3724_Rep3_5,2,302.2,12.5,7.5,11.9,17.0945522855354,64.3523522535513,28.6747788270391,72.907035235124
18-3724_Rep3_5.3,C1,2018,S2,3,1,18-3724_Rep3_5,3,288.6,11.5,8.0,14.4,18.0067257719352,63.5966299760934,32.1222522209806,73.2063306689845
18-3724_Rep3_5.4,C1,2018,S2,3,1,18-3724_Rep3_5,4,253.0,11.5,7.0,11.7,17.3010380622837,62.4882129743025,29.8457145193275,73.1652736105445
18-3724_Rep3_3.1,C1,2018,S2,3,1,18-3724_Rep3_3,1,875.0,16.5,10.0,5.4,11.3278974956319,68.5195585952392,24.7820940842117,70.5767096097354
18-3724_Rep3_3.2,C1,2018,S2,3,1,18-3724_Rep3_3,2,386.2,14.5,7.5,9.7,13.2646490663232,69.0263564753137,21.4707919757685,71.3552121157127
18-3724_Rep3_3.3,C1,2018,S2,3,1,18-3724_Rep3_3,3,789.3,16.0,10.0,7.9,11.1175616835994,69.7711695616096,23.3572492453736,69.6015547316293
18-3724_Rep3_3.4,C1,2018,S2,3,1,18-3724_Rep3_3,4,771.1,18.5,9.5,9.6,11.7553360942975,68.9982792878887,22.6433375912368,70.3205410830766
18-3724_Rep3_3.5,C1,2018,S2,3,1,18-3724_Rep3_3,5,767.3,19.0,8.5,8.3,11.8470467736429,70.0692968639333,20.5682210700073,68.6523863251737
18-3724_Rep3_1.1,C1,2018,S2,3,1,18-3724_Rep3_1,1,1057.0,20.0,9.5,10.3,12.0906801007557,70.4483014673658,23.0264125524863,68.8197097104157
18-3724_Rep3_1.2,C1,2018,S2,3,1,18-3724_Rep3_1,2,689.4,17.0,9.5,7.8,10.203488372093,71.9186102016245,21.0761864075931,64.6941161025107
18-3724_Rep3_4.1,C1,2018,S2,3,1,18-3724_Rep3_4,1,535.2,15.5,9.0,11.2,,66.3438121990536,23.6510684708175,69.6259327838336
18-3724_Rep3_4.2,C1,2018,S2,3,1,18-3724_Rep3_4,2,760.7,16.0,9.5,10.2,13.4134767478646,72.9373045905695,19.4170247562488,60.5937348714862
18-3724_Rep3_4.3,C1,2018,S2,3,1,18-3724_Rep3_4,3,827.8,16.0,9.5,10.2,12.317114664852,72.8457781441059,19.4653220954324,60.7215082393656
18-3724_Rep3_4.4,C1,2018,S2,3,1,18-3724_Rep3_4,4,689.7,15.5,8.5,7.3,13.2464146023468,72.4265662188122,18.9634121560019,59.4236628466667
18-3724_Rep3_4.5,C1,2018,S2,3,1,18-3724_Rep3_4,5,712.2,14.5,10.0,7.3,11.123227917121,72.363973690351,20.5488105873081,62.8062756443658
18-3724_Rep3_4.6,C1,2018,S2,3,1,18-3724_Rep3_4,6,434.9,15.0,7.5,10.7,15.0922509225092,69.8707754271878,22.8456061822788,69.4746906839229
18-3724_Rep2_12.1,C1,2018,S2,2,1,18-3724_Rep2_12,1,717.9,14.0,9.5,9.9,12.7891863789966,66.9962439835122,25.7216906333977,62.173848329996
18-3724_Rep2_12.2,C1,2018,S2,2,1,18-3724_Rep2_12,2,685.8,15.5,9.5,9.5,12.9159802306425,69.4153657466252,23.8609814365871,63.6249383649382
18-3724_Rep2_12.3,C1,2018,S2,2,1,18-3724_Rep2_12,3,617.4,15.5,9.0,10.3,13.3293662600417,67.3489916608526,26.7894574299601,65.0317138973934
18-3724_Rep2_12.4,C1,2018,S2,2,1,18-3724_Rep2_12,4,629.8,15.5,8.5,9.7,12.9149945275447,64.4256180007909,27.7063589296792,67.5320741195362
18-3724_Rep2_12.5,C1,2018,S2,2,1,18-3724_Rep2_12,5,567.5,14.0,9.0,9.5,11.5044247787611,67.5395376103326,25.2018147452412,66.7373707792968
18-3724_Rep2_12.6,C1,2018,S2,2,1,18-3724_Rep2_12,6,718.6,15.0,9.5,9.6,,67.2132108891345,26.5581833754193,64.3765086796377
18-3724_Rep2_15.1,C1,2018,S2,2,1,18-3724_Rep2_15,1,968.0,16.5,10.5,10.9,14.4894651539708,67.9232148502929,26.0712813652283,68.8481926952229
18-3724_Rep2_15.2,C1,2018,S2,2,1,18-3724_Rep2_15,2,1066.8,18.0,10.5,10.8,15.3885876581461,66.1276210947865,25.9938849662908,68.7698139689755
18-3724_Rep2_15.3,C1,2018,S2,2,1,18-3724_Rep2_15,3,856.7,16.5,10.5,10.8,15.9058823529412,65.1676333587463,27.7978584658103,69.3331026416512
18-3724_Rep2_15.4,C1,2018,S2,2,1,18-3724_Rep2_15,4,579.3,15.0,8.5,10.2,15.5422288855572,65.5183421549203,27.6155127371538,70.9897434467175
18-3724_Rep2_15.5,C1,2018,S2,2,1,18-3724_Rep2_15,5,596.1,16.0,9.0,11.3,15.3232697237254,63.7580840290023,28.2987963383414,69.4230317517076
18-3724_Rep2_15.6,C1,2018,S2,2,1,18-3724_Rep2_15,6,571.4,14.5,9.5,10.7,14.1656662665066,64.4046985529993,28.0778399388836,72.5063449102823
18-3724_Rep2_13.1,C1,2018,S2,2,1,18-3724_Rep2_13,1,530.0,13.5,9.0,10.6,14.7671994440584,70.6192307492354,24.5923126947488,54.8425449800114
18-3724_Rep2_13.2,C1,2018,S2,2,1,18-3724_Rep2_13,2,686.7,14.0,9.5,10.5,15.0512214342002,68.1795110107826,27.5695950302922,65.0872215892313
18-3724_Rep2_13.3,C1,2018,S2,2,1,18-3724_Rep2_13,3,593.7,13.0,9.5,9.7,13.716814159292,70.6635897395448,24.6611583320208,58.2931225649492
18-3724_Rep2_13.4,C1,2018,S2,2,1,18-3724_Rep2_13,4,649.0,14.0,9.0,9.7,14.9463806970509,72.9964659893708,22.650330900044,54.0117413029174
18-3724_Rep2_13.5,C1,2018,S2,2,1,18-3724_Rep2_13,5,600.6,13.5,9.5,10.2,13.9797507788162,68.0058716983954,26.4278560598825,64.0119347379665
18-3724_Rep2_13.6,C1,2018,S2,2,1,18-3724_Rep2_13,6,655.7,14.5,9.5,7.3,15.6633722671459,70.0868521387684,25.2358490634126,57.7671065757155
18-3724_Rep2_14.1,C1,2018,S2,2,1,18-3724_Rep2_14,1,593.0,13.5,9.5,10.6,13.4154688569473,66.4472737499781,26.783621654024,66.5940546893198
18-3724_Rep2_14.2,C1,2018,S2,2,1,18-3724_Rep2_14,2,717.2,14.0,10.0,9.1,14.2458879286312,68.7259049284726,27.507680541877,68.1445949788957
18-3724_Rep2_14.3,C1,2018,S2,2,1,18-3724_Rep2_14,3,478.6,11.0,9.0,10.6,13.823019086177,67.2364976089314,26.6939876278037,69.3577022356771
18-3724_Rep2_14.4,C1,2018,S2,2,1,18-3724_Rep2_14,4,502.0,11.5,9.0,10.1,15.6980627922512,66.544367771246,27.726071078244,65.7330945156356
18-3724_Rep2_14.5,C1,2018,S2,2,1,18-3724_Rep2_14,5,531.4,13.5,9.0,10.2,15.9083777847505,66.8335295759023,28.0558510064634,68.1191268445734
18-3724_Rep2_14.6,C1,2018,S2,2,1,18-3724_Rep2_14,6,384.6,12.0,8.5,9.1,13.8759411975619,66.0836282811588,29.4644746624247,70.1591494455128
