FruitID,Weight,Length,Width,Ripeness,X,Y,Z
GS3_121.6,530.6,14.5,8.5,Ripe,45.478,39.792,6.784
GS3_121.7,508.5,15.5,8.5,Ripe,40.725,34.948,4.25
GS3_121.8,604.8,16.5,8.5,Ripe,41.383,35.474,4.886
GS3_121.9,331.3,15,7.5,Ripe,40.584,35.017,5.001
GS3_121.10,537.4,15,8.5,Ripe,41.763,35.96,4.647
GS3_56.1,506.3,17.5,7.5,Ripe,43.434,38.201,5.163
GS3_56.2,678.9,16.5,9.5,Ripe,36.819,31.538,3.682
GS3_56.3,649.8,16,9.5,Quarter,40.311,33.616,3.517
GS3_56.4,614.2,14,10,Quarter,42.522,36.018,4.238
GS3_56.5,688,15.5,11,Ripe,41.6,35.377,4.432
GS3_56.6,520.1,13,8.5,Quarter,39.623,33.696,3.872
GS3_56.7,633.8,15,9.5,Quarter,41.136,35.133,4.117
GS3_56.8,620,14,9.5,Ripe,41.541,35.159,3.949
GS3_56.9,445.1,14,8.5,Ripe,39.999,33.38,3.463
GS3_56.10,409,13.5,8,Quarter,36.844,30.69,3.551
GS3_227.1,861.9,19.5,9.5,Ripe,38.908,33.237,4.081
GS3_227.2,743.8,16,9,half,39.296,33.484,3.509
GS3_227.3,797.6,17.5,9.5,Ripe,40.875,34.586,4.331
GS3_227.4,621.8,16.5,8.5,Ripe,37.988,32.112,3.973
GS3_227.5,975.6,19,10,Ripe,39.971,34.47,4.403
GS3_227.7,496.8,14.5,8.5,half,39.921,34.002,3.976
GS3_227.8,607.7,13.5,9.5,Ripe,39.141,32.727,3.623
GS3_227.9,715.6,17.5,9,Quarter,40.047,34.063,3.828
GS3_227.10,479.9,14.5,8,Quarter,37.855,32.317,3.892
GS3_110.1,601.4,14,9.5,half,41.633,35.503,5.059
GS3_110.2,510.8,13,8.5,Quarter,41.305,35.261,4.709
GS3_110.3,760,15,10.5,Quarter,41.433,35.037,4.428
GS3_110.4,773.9,16,10,Ripe,41.118,34.896,4.682
GS3_110.5,730.3,15,9.5,Ripe,32.57,28.392,5.163
GS3_110.6,683.5,15.5,10,Ripe,40.783,35.061,4.071
GS3_110.7,686.7,15.5,10,Ripe,38.942,32.99,3.889
GS3_110.8,613.1,15.5,9,Ripe,42.091,36.191,4.872
GS3_110.9,607.8,15,9,Ripe,41.377,35.785,5.639
GS3_110.10,445.5,14,8.5,Ripe,43.559,37.35,6.223
GS3_108.1,650.9,16,9.5,Ripe,40.815,35.278,6.106
GS3_108.2,519.7,15.5,8.5,Ripe,39.433,34.231,5.307
GS3_108.3,514.4,16,8.5,Ripe,42.863,37.692,4.569
GS3_108.4,533.2,15.5,9,Ripe,40.026,33.866,4.795
GS3_108.5,493,15.5,8.5,Ripe,41.754,36.381,6.338
GS3_108.6,600.5,17,9,Ripe,39.464,33.771,5.108
GS3_108.7,694.5,17.5,9,Ripe,40.01,34.202,5.136
GS3_108.8,620.7,16,9.5,Ripe,39.335,33.98,4.528
GS3_108.9,402.6,15,7.5,Ripe,40.525,35.197,5.167
GS3_108.10,418.9,15.5,8.5,Ripe,41.345,36.447,4.627
GS3_116.1,576,14,9,Ripe,43.758,37.968,5.143
GS3_116.2,516.4,17.5,7.5,Ripe,39.734,33.594,5.482
GS3_116.3,454.5,12,8,Ripe,42.523,35.664,3.82
GS3_116.4,442.9,13.5,8,Ripe,42.277,36.104,3.688
GS3_116.5,759.5,14.5,10,Ripe,43.841,37.605,5.197
GS3_116.6,583.3,15.5,9,Ripe,40.011,33.538,3.919
GS3_116.7,526.3,13.5,9.5,Ripe,42.145,35.815,4.186
GS3_116.8,798.9,14.5,10.5,Ripe,43.029,36.47,4.224
GS3_116.9,556.7,14.5,9.5,Ripe,44.15,38.178,5.175
GS3_116.10,840.3,18,10,Ripe,43.236,37.233,4.241
GS3_228.1,858.6,16.5,9.5,Ripe,41.907,34.856,4.974
GS3_228.2,736.4,15,9.5,Ripe,42.106,35.672,4.819
GS3_228.3,607.8,13.5,9.5,Ripe,41.533,35.32,4.155
GS3_228.4,675.4,14,10,Ripe,42.886,36.019,5.007
GS3_228.5,620.3,15,9.5,Ripe,41.018,34.129,4.265
GS3_228.6,595.6,12.5,9.5,Ripe,42.001,35.836,4.558
GS3_228.7,772.8,15,10,Ripe,39.538,32.706,3.484
GS3_228.8,943,15.5,10.5,Ripe,42.067,35.137,3.845
GS3_228.9,1034.2,14.5,11,Ripe,43.73,38.098,4.283
GS3_228.10,735.1,14,10,Ripe,44.585,38.223,6.222
GS3_5.1,531.1,14.5,8.5,Ripe,40.658,34.237,4.998
GS3_5.2,435.2,15.5,7.5,Ripe,38.055,31.443,3.395
GS3_5.3,568.1,14.5,9,Ripe,42.278,36.255,6.053
GS3_5.4,528.4,15,9,Ripe,39.549,33.311,4.116
GS3_5.5,359.9,14.5,7.5,Ripe,37.9,31.634,4.359
GS3_5.6,597,15,9,Ripe,41.588,36.069,6.252
GS3_5.7,438.3,14.5,8.5,Ripe,40.194,34.172,5.398
GS3_5.8,453.3,14.5,8.5,Ripe,39.217,33.609,5.494
GS3_5.9,539.5,14.5,8.5,Ripe,40.243,33.727,4.434
GS3_5.10,423.6,13,8,Ripe,38.74,32.26,4.316
GS3_7.1,502.3,15,8.5,Ripe,44.555,38.299,5.538
GS3_7.2,586.7,16.5,9,Ripe,39.278,33.769,3.679
GS3_7.3,923,19.5,10,Ripe,42.548,36.175,3.346
GS3_7.4,679.5,15.5,10,Ripe,41.621,35.462,4.016
GS3_7.5,889.7,18,10.5,Ripe,44.101,38.469,5.446
GS3_7.6,615.2,17.5,8.5,Ripe,40.939,34.535,3.432
GS3_7.7,673.5,15.5,9,Ripe,41.69,35.668,4.631
GS3_7.8,889.2,18.5,10,Ripe,39.979,33.771,3.683
GS3_7.9,599.3,17.5,9,Ripe,40.698,34.234,3.521
GS3_7.10,638.1,15,9.5,Ripe,42.254,35.685,3.406
GS3_51.1,527.1,16,8.5,Ripe,42.771,36.767,5.59
GS3_51.2,602.9,17,9,Ripe,41.989,36.393,4.979
GS3_51.3,796.9,18,9.5,Ripe,40.702,35.307,5.242
GS3_51.4,514.4,16.5,8.5,Ripe,39.724,34.113,5.661
GS3_51.5,594.3,16,8.5,Ripe,40.873,35.114,5.246
GS3_51.6,592.7,18,8.5,Ripe,41.893,36.191,5.648
GS3_51.7,678.8,17,9,Ripe,40.082,34.324,4.933
GS3_51.8,687,17,9.5,Ripe,41.157,35.853,6.256
GS3_51.9,665.5,16,10,Ripe,40.656,35.242,5.944
GS3_51.10,519,16.5,8.5,Ripe,42.336,36.447,5.741
GS3_58.1,741.2,18.5,8,Ripe,42.331,35.407,5.019
GS3_58.2,724.3,18.5,8.5,Ripe,41.715,34.845,3.882
GS3_58.3,799.7,17.5,9.5,Ripe,41.348,34.253,4.101
GS3_58.4,752.1,17.5,9,Ripe,41.794,34.736,3.837
GS3_58.5,994.7,20.5,9.5,Ripe,40.561,34.094,4.472
GS3_58.6,908.5,18.5,8.5,Ripe,43.619,37.105,5.502
GS3_58.7,722.7,17.5,8,Ripe,43.033,36.747,6.109
GS3_58.8,692,16.5,8.5,Ripe,40.559,33.884,4.251
GS3_58.9,775.2,18,7.5,Ripe,44.044,37.627,5.627
GS3_58.10,836.3,18.5,9.5,Ripe,42.153,35.354,5.021
GS3_48.1,387.6,11.5,8,Quarter,42.656,38.323,5.727
GS3_48.2,354.8,13,8.5,Quarter,40.389,36.791,6.884
GS3_48.3,401.8,11,8,Ripe,41.948,37.283,5.499
GS3_48.4,465,11,9.5,Ripe,41.517,37.414,5.549
GS3_48.5,469.3,12,8.5,Ripe,41.236,37.303,6.32
GS3_48.6,458.2,11.5,9,Ripe,42.623,38.602,5.813
GS3_35.1,594.7,15.5,9,Ripe,41.474,34.513,3.851
GS3_35.2,542.6,17.5,8.5,Ripe,38.756,32.061,3.588
GS3_35.3,501.7,16.5,7.5,Ripe,36.854,30.155,3.378
GS3_35.4,669.3,18,8.5,Ripe,41.419,35.051,4.992
GS3_35.5,568.9,14.5,8.5,Ripe,40.698,33.708,3.863
GS3_35.6,534.6,16,8,Ripe,38.883,32.922,4.118
GS3_35.7,734.7,16,9,Ripe,39.908,33.278,4.35
GS3_35.8,569.5,16.5,8.5,Ripe,39.192,32.238,3.881
GS3_35.9,525.7,16,8.5,Ripe,38.594,31.734,3.817
GS3_35.10,540,16,8,Ripe,38.976,32.553,3.837
GS3_32.1,454.3,15,7,Ripe,42.884,35.844,4.823
GS3_32.2,456.9,14.5,7,Ripe,40.69,33.729,3.96
GS3_32.3,725.5,16.5,9.5,Ripe,41.093,34.387,3.602
GS3_32.4,642.2,18,9.5,Ripe,37.602,30.732,3.017
GS3_32.5,638.4,16.5,9,Ripe,38.71,31.511,3.343
GS3_32.6,577.3,15.5,7.5,Ripe,40.284,33.56,3.619
GS3_32.7,746.4,16,9.5,Ripe,37.37,31.412,4.501
GS3_32.8,822.5,18,9,Ripe,38.343,31.687,3.249
GS3_10.1,538.8,15,8.5,Ripe,39.06,32.167,3.674
GS3_10.2,552.2,14,8,Ripe,40.282,34.451,4.12
GS3_10.3,530.7,15,9,Ripe,39.853,33.605,3.917
GS3_10.4,519.2,14,8.5,Ripe,38.996,32.93,3.603
GS3_10.5,539.4,13.5,8.5,Ripe,42.381,36.141,4.019
GS3_10.6,506.5,14,7.5,Ripe,42.392,36.247,5.161
GS3_3.1,436.4,11.5,8.5,Ripe,41.241,35.804,4.625
GS3_3.2,420.6,11,9,Ripe,43.598,38.01,4.568
GS3_3.3,671.5,15,9.5,Ripe,45.035,39.578,3.949
GS3_3.4,515.4,13,8.5,Ripe,44.674,39.163,4.73
GS3_3.5,703.9,14.5,10,Ripe,43.686,38.153,4.406
GS3_3.6,599.7,14.5,8.5,Ripe,45.985,40.931,5.957
GS3_3.7,445,13,8,Ripe,44.016,38.815,5.164
GS3_3.8,418.1,11,8.5,Ripe,46.032,40.826,5.361
GS3_3.9,477.7,13,8.5,Ripe,41.404,36.152,4.267
GS3_3.10,513,14,9,Ripe,41.541,35.834,3.896
GS3_152.1,435.2,16.5,8,unripe,41.047,35.491,6.221
GS3_152.2,875.7,19,11,half,34.237,29.014,3.816
GS3_152.3,436.4,16.5,7.5,half,40.976,35.734,6.197
GS3_152.4,479.6,16.5,8,Quarter,39.312,33.264,4.786
GS3_152.5,520.3,16,9,Quarter,39.907,34.8,5.071
GS3_152.6,563.1,16.5,9,Ripe,39.343,33.457,4.818
GS3_152.7,346.1,14.5,7.5,Quarter,40.014,34.358,5.093
GS3_152.8,411,16,8,Quarter,40.443,34.532,5.639
GS3_152.9,421.8,16,8,Quarter,39.861,34.546,4.552
GS3_152.10,444.8,14.5,8.5,Quarter,41.094,35.125,4.731
GS3_210.1,729.9,16.5,9,Ripe,40.881,34.418,3.691
GS3_210.2,1014.6,18.5,10,Ripe,40.638,34.026,3.729
GS3_210.3,758.9,17.5,9.5,Ripe,36.523,30.89,3.326
GS3_210.4,616.9,17.5,9,Ripe,36.323,31.151,3.469
GS3_210.5,679.3,17.5,9.5,Ripe,35.919,30.211,3.425
GS3_210.6,728,16,9,Ripe,39.971,34.288,4.344
GS3_210.7,534.4,15.5,8.5,Ripe,39.295,33.673,3.554
GS3_210.8,615.5,18,9,Ripe,39.007,33.132,3.329
GS3_210.9,668.9,16,9.5,Ripe,39.188,33.171,3.76
GS3_210.10,748.9,17.5,9.5,Ripe,39.832,34.068,4.214
GS3_28.1,549.9,15,9,Ripe,42.492,37.628,5.813
GS3_28.2,484.7,13.5,9.5,Ripe,43.786,38.394,4.393
GS3_28.3,472.4,13.5,9.5,Quarter,41.9,37.049,4.633
GS3_28.4,538.5,15,9.5,Quarter,39.259,34.468,4.46
GS3_28.5,720.2,15.5,9.5,Quarter,40.542,35.182,4.293
GS3_28.6,753.9,15,10.5,Quarter,40.158,34.993,4.119
GS3_28.7,721.7,15.5,10.5,Quarter,42.764,37.941,5.782
GS3_28.8,632,15,9.5,Ripe,41.533,35.712,4.506
GS3_28.9,675.7,15.5,9.5,Quarter,39.202,34.666,4.447
GS3_28.10,478.4,14.5,9,Quarter,39.18,34.256,4.396
GS3_215.1,637.8,20,11.5,Ripe,39.377,31.613,4.03
GS3_215.2,690,17,9,Ripe,41.121,33.535,5.013
GS3_215.3,955.8,20,10.5,Ripe,38.159,32.014,4.726
GS3_215.4,539.4,17,9,Ripe,37.096,30.533,3.917
GS3_215.5,667.6,17,11.5,Ripe,41.345,33.599,5.062
GS3_202.1,805.9,16.5,10,Ripe,39.472,33.649,4.1
GS3_202.2,888.6,18,12.5,Ripe,39.728,33.273,3.986
GS3_202.3,1061.4,19,10.5,Ripe,41.809,35.27,4.68
GS3_202.4,686.3,17,10.5,Ripe,39.569,34.559,4.843
GS3_202.5,831.8,15,9.5,Ripe,40.803,35.023,5.156
GS3_202.6,779.9,17,11,Ripe,41.011,35.952,4.621
GS3_202.7,624.7,15.5,11,Ripe,39.917,35.28,4.318
GS3_202.8,875.9,20.5,11,Ripe,37.848,32.42,5.097
GS3_202.9,932.6,18,10.5,Ripe,40.814,34.359,4.074
GS3_202.10,723.3,17,10.5,Ripe,34.57,29.842,4.302
GS3_144.1,636.5,15,9,Ripe,39.594,32.576,3.447
GS3_144.2,709.5,16,10,Ripe,39.662,33.043,3.641
GS3_144.3,702.3,17,9.5,Ripe,41.487,34.887,4.41
GS3_144.4,753.4,17,11,Ripe,39.218,32.351,3.534
GS3_144.5,622.9,16,11.5,Ripe,38.47,32.179,4.085
GS3_144.6,539.6,16,12,Ripe,37.558,31.136,3.406
GS3_144.7,462.1,15,8.5,Ripe,35.957,29.36,3.117
GS3_144.8,646.5,16.5,9.5,Ripe,39.394,32.612,3.577
GS3_144.9,552.2,17.5,10,Ripe,39.459,33.09,3.521
GS3_144.10,471.2,14,9.5,Ripe,37.472,31.051,3.388
GS3_154.1,697.7,15,11.5,Ripe,41.201,34.961,4.358
GS3_154.2,693.2,18,9.5,Ripe,37,31.31,3.984
GS3_154.3,828.8,17,9.5,Ripe,41.652,35.942,5.526
GS3_154.4,678.2,17,8.5,Ripe,37.556,31.739,3.542
GS3_154.5,557.4,17,10,Ripe,40.508,34.503,4.977
GS3_154.6,751.6,19,9.5,Ripe,37.662,32.049,3.749
GS3_154.7,785.2,18,9,Ripe,39.272,33.495,4.435
GS3_154.8,463.9,15.5,9,Ripe,39.479,33.32,3.934
GS3_162.1,392.1,13,8,Ripe,40.171,34.554,4.234
GS3_162.2,649,17.5,13.5,Ripe,40.4,34.169,4.085
GS3_162.3,730.6,15,12.5,Ripe,39.469,33.123,3.643
GS3_162.4,482.2,15.5,8.5,Ripe,40.025,33.568,3.612
GS3_162.5,538.6,14,9,Ripe,37.81,32.128,3.339
GS3_162.6,472.6,14,9.5,Ripe,40.674,34.812,3.979
GS3_162.7,467.9,14.5,15,Ripe,41.436,35.207,3.913
GS3_162.8,438.4,16,8.5,Ripe,39.55,32.846,3.485
GS3_162.9,245.8,12.5,7,Ripe,39.179,33.246,3.714
GS3_162.10,429.5,15,11,Ripe,38.422,32.136,3.396
GS3_33.1,335.3,11,7.5,Ripe,38.718,32.319,3.512
GS3_33.2,348.2,12,11.5,Ripe,36.201,29.491,3.105
GS3_33.3,375.7,11.5,9,Ripe,37.781,30.9,3.337
GS3_33.4,372.7,12.5,9,Ripe,39.761,33.293,3.985
GS3_33.5,348.1,11.5,7.5,Ripe,39.77,32.91,3.784
GS3_33.6,268.6,12,9,Ripe,36.272,29.577,3.368
GS3_33.7,332.5,12.5,8.5,Ripe,37.808,31.778,3.51
GS3_33.8,322.4,12.5,7.5,Ripe,37.544,30.864,3.29
GS3_33.9,400.2,13,9.5,Ripe,33.539,27.536,2.988
GS3_33.10,299.2,15.5,10.5,Ripe,37.474,30.9,3.794
GS3_223.1,591.8,15.5,11.5,Ripe,36.476,31.113,4.029
GS3_223.2,497.2,16.5,15.5,Ripe,38.193,32.654,4.066
GS3_223.3,465.2,13,9,Ripe,37.545,31.451,3.776
GS3_223.4,461.4,14,10,Ripe,41.565,36.227,5.049
GS3_223.5,397.7,15,17.5,Ripe,38.043,33.192,4.468
GS3_223.6,572,15,10.5,Ripe,35.311,30.013,3.94
GS3_223.7,468.7,14.5,10.5,Ripe,37.294,31.374,3.845
GS3_223.8,223.3,10.5,7.5,Ripe,36.04,29.484,3.725
GS3_38.1,705.6,17.5,9.5,Ripe,38.878,32.692,3.829
GS3_38.2,589.1,15.5,10,Ripe,37.761,31.771,3.738
GS3_38.3,597.6,16,9.5,Ripe,36.83,31.488,4.079
GS3_38.4,460.4,13.5,12,Ripe,38.693,34.023,4.584
GS3_38.5,748,16,10.5,Ripe,32.701,27.462,3.311
GS3_38.6,462.2,15,9.5,Ripe,38.3,31.596,3.632
GS3_38.7,343.4,15.5,10.5,Ripe,38.076,31.219,3.742
GS3_38.8,606.6,19,9.5,Ripe,35.251,29.787,3.569
GS3_167.1,1054,25,12.5,Ripe,35.624,30.731,5.044
GS3_167.2,674.6,16.5,10.5,Ripe,32.982,27.899,4.126
GS3_167.3,1123.5,19.5,12,Ripe,33.656,29.245,5.442
GS3_167.4,1057.5,19.5,12.5,Ripe,39.683,34.646,4.935
GS3_167.5,829.7,16.5,11.5,Ripe,40.782,35.045,6.629
GS3_167.6,1018.3,19.5,11,Ripe,36.064,30.744,5.253
GS3_167.7,758,17.5,10.5,Ripe,37.817,32.466,5.672
GS3_167.8,655.9,17,9,Ripe,35.968,30.792,4.991
GS3_167.9,979.3,21.5,13.5,Ripe,34.737,29.423,4.259
GS3_167.10,1002.2,20.5,15.5,Ripe,37.579,32.242,4.745
GS3_131.1,676.2,16,9.5,Ripe,39.025,33.164,3.989
GS3_131.2,583.5,16,11,Ripe,41.555,35.882,5.309
GS3_131.3,702.3,17.5,9,Ripe,39.83,33.993,4.191
GS3_131.4,644,16.5,9.5,Ripe,36.769,31.049,3.629
GS3_131.5,436.1,15.5,8.5,Ripe,37.719,31.516,3.389
GS3_131.6,803,19.5,9.5,Ripe,38.011,32.496,4.202
GS3_131.7,563,18,9.5,Ripe,36.734,30.655,3.555
GS3_131.8,544.5,22.5,9,Ripe,37.665,31.665,3.376
GS3_131.9,753,16.5,10.5,Ripe,33.18,27.785,3.085
GS3_131.10,445.1,17.5,8.5,Ripe,35.626,30.343,3.616
GS3_90.1,1132.2,19.5,10.5,Ripe,38.804,33.148,4.136
GS3_90.2,747.3,22.5,13.5,Ripe,32.038,28.067,3.926
GS3_90.3,1085.4,19.5,12.5,Ripe,32.764,27.968,4.014
GS3_90.4,657,15.5,13.5,Ripe,35.98,30.63,4.075
GS3_90.5,825.7,19,11,Ripe,36.181,31.158,4.22
GS3_90.6,679.9,16,9.5,Ripe,38.915,33.524,4.184
GS3_90.7,583.3,16.5,9,Ripe,38.513,33.13,3.624
GS3_90.8,1051.6,20.5,10.5,unripe,38.707,33.595,4.672
GS3_90.9,563.4,15.5,10.5,unripe,38.826,33.183,3.74
GS3_90.10,720,17.5,10.5,unripe,36.681,31.464,3.956
GS3_122.1,459.6,13.5,8.5,ripeness,38.443,31.902,3.929
GS3_122.2,486.8,13,8.5,ripeness,39.386,32.811,3.75
GS3_122.3,371.4,12.5,8,ripeness,39.3,32.226,4.051
GS3_122.4,578.3,16,8.5,ripeness,39.664,33.266,3.707
GS3_122.5,399.1,13,7.5,ripeness,40.578,34.024,5.08
GS3_122.6,479.5,14.5,8.5,ripeness,38.471,31.841,3.86
GS3_122.7,509.1,15.5,8.5,ripeness,38.876,32.391,4.238
GS3_122.8,567.1,15,8,ripeness,36.453,30.338,3.736
GS3_122.9,459.8,14.5,8.5,ripeness,36.329,30.098,3.463
GS3_122.10,519.4,13.5,9,ripeness,36.184,29.926,3.524
GS3_150.1,649.6,15.5,9,ripeness,37.38,30.561,3.324
GS3_150.2,604.1,15,9,ripeness,37.672,30.952,4.132
GS3_150.3,749.4,15.5,9.5,ripeness,37.866,31.149,4.275
GS3_150.4,662.9,16,9,ripeness,36.263,29.232,3.203
GS3_150.5,582.9,16.5,8.5,ripeness,38.367,30.931,4.149
GS3_150.6,579.7,16.5,9,ripeness,36.056,29.411,3.22
GS3_150.7,666.4,15.5,10,ripeness,38.543,31.98,3.386
GS3_150.8,529.3,14.5,8.5,ripeness,38.694,31.662,3.547
GS3_150.9,491.4,14,8.5,ripeness,36.401,29.201,3.07
GS3_150.10,494.4,15,8,ripeness,36.282,29.432,3.253
GS3_194.1,647.5,18,8.5,ripeness,35.634,28.746,3.449
GS3_194.2,747.5,18.5,9,ripeness,36.238,29.65,3.212
GS3_194.3,651,19,10,ripeness,39.446,34.062,4.273
GS3_194.4,689.7,17.5,9,ripeness,37.021,30.429,3.802
GS3_194.5,528.9,17,8,ripeness,37.705,30.902,3.903
GS3_194.6,653.6,16.5,9,ripeness,39.339,33.113,4.585
GS3_194.7,498.1,15.5,8.5,ripeness,35.95,29.26,3.314
GS3_194.8,527.6,15.5,8.5,ripeness,38.282,31.398,4.111
GS3_194.9,454.3,16,7,ripeness,34.87,28.272,3.266
GS3_194.10,698.8,17.5,9,ripeness,39.34,32.41,4.054
GS3_27.1,797.1,15.5,10,Quarter,38.266,33.277,4.164
GS3_27.2,746.1,15,9.5,Quarter,41.783,37.349,7.056
GS3_27.3,682.1,15.5,9.5,ripeness,41.817,37.46,5.656
GS3_27.4,890.5,16,10,Quarter,38.144,32.892,4.258
GS3_27.5,422.1,13.5,7.5,Quarter,43.477,38.69,6.93
GS3_27.6,646,15,8.5,Quarter,38.457,33.877,4.745
GS3_57.1,692.2,17,10,ripeness,37.564,31.969,4.187
GS3_57.2,644.1,16.5,8.5,ripeness,36.144,30.211,3.228
GS3_57.3,597,16.5,9,ripeness,37.688,32.003,4.295
GS3_57.4,642.3,17,9.5,ripeness,35.859,29.898,3.356
GS3_57.5,722.2,18,9.5,ripeness,37.796,32.136,4.326
GS3_57.6,597.9,17,8.5,ripeness,35.219,29.748,3.502
GS3_57.7,806.8,17.5,10,ripeness,36.811,31.217,4.09
GS3_57.8,864.5,19,9.5,ripeness,41.976,36.471,4.505
GS3_57.9,538.6,15.5,7.5,ripeness,41.104,35.517,4.976
GS3_57.10,440.9,16,8,ripeness,38.432,31.782,3.362
GS3_26.1,664.4,13,9,ripeness,37.325,31.752,3.842
GS3_26.2,750.9,13.5,9.5,ripeness,36.097,30.611,3.543
GS3_26.3,595.8,12.5,9.5,ripeness,38.506,32.745,4.572
GS3_26.4,589.8,13.5,8.5,ripeness,36.246,31.009,4.346
GS3_26.5,731.7,13,10,ripeness,34.828,29.942,4.06
GS3_26.6,593,13.5,9.5,ripeness,35.338,29.906,3.49
GS3_26.7,695.5,13.5,9.5,ripeness,37.991,32.836,4.344
GS3_26.8,494,12.5,8,ripeness,34.201,29.21,4.168
GS3_26.9,785.6,14.5,9.5,Quarter,37.243,31.672,3.512
GS3_26.10,519.2,13.5,8,Quarter,37.128,31.245,3.482
GS3_191.1,626.5,15,9.5,ripeness,40.343,35.625,4.259
GS3_191.2,498.8,14,9,ripeness,37.159,32.022,3.94
GS3_191.3,649.9,14.5,9,ripeness,35.349,30.147,4.421
GS3_191.4,478.3,14.5,8,ripeness,37.564,32.396,4.088
GS3_191.5,677.3,15.5,9,ripeness,33.237,27.701,3.444
GS3_191.6,442.9,14.5,8,Quarter,34.08,29.066,3.697
GS3_191.7,671.5,15,9,ripeness,37.142,30.929,3.84
GS3_191.8,657.7,15,9,ripeness,40.466,34.968,4.903
GS3_191.9,413.4,14,8,Quarter,37.402,31.805,3.609
GS3_191.10,553.4,15,9,ripeness,34.532,29.843,3.765
GS3_41.1,816.5,15,9.5,ripeness,37.368,30.853,3.214
GS3_41.2,580.4,15,8.5,ripeness,37.471,31.44,3.549
GS3_41.3,646.7,15,9,ripeness,39.308,32.375,3.456
GS3_41.4,759.9,16,8.5,ripeness,40.503,34.186,3.71
GS3_41.5,554.5,16,9,ripeness,40.04,33.637,4.367
GS3_41.6,691.3,15,9,ripeness,38.4,32.145,3.348
GS3_41.7,629,15,8.5,ripeness,39.137,33.206,3.809
GS3_41.8,529.6,15,9,ripeness,40.21,33.552,3.774
GS3_41.9,522.6,13,9,ripeness,40.577,34.012,4.36
GS3_41.10,379.1,15,7.5,ripeness,39.292,31.954,3.656
GS3_196.1,779.8,16.5,10,ripeness,39.342,34.022,5.071
GS3_196.2,813.4,16.5,11,ripeness,40.06,34.345,5.451
GS3_196.3,758.1,16.5,10,ripeness,41.527,36.541,6.719
GS3_196.4,856.4,16.5,10.5,ripeness,39.427,34.29,5.427
GS3_196.5,590.5,14,9.5,ripeness,38.191,32.866,4.619
GS3_196.6,587.5,14,8.5,ripeness,34.924,29.638,3.351
GS3_196.7,529.4,13.5,9,ripeness,38.027,33.329,5.078
GS3_196.8,570.6,14,8.5,ripeness,36.127,30.581,3.269
GS3_196.9,756.2,17,9.5,ripeness,37.654,32.755,5.405
GS3_196.10,698.6,15.5,9.5,ripeness,38.026,32.522,4.82
GS3_158.1,801.8,15.5,10,Quarter,34.932,28.64,3.314
GS3_158.2,713.8,14,10.5,Quarter,35.506,29.641,3.285
GS3_158.3,652.9,15,9,Quarter,34.898,28.516,2.814
GS3_158.4,713.1,15,10.5,Quarter,35.762,29.962,3.492
GS3_158.5,515.8,14,9,Quarter,34.433,28.484,3.019
GS3_158.6,612.7,14.5,9,ripeness,34.89,28.691,3.072
GS3_158.7,559.3,15.5,8.5,ripeness,35.952,29.324,3.112
GS3_158.8,481.4,15.5,8.5,ripeness,34.009,27.685,3.228
GS3_158.9,562.5,13.5,9.5,Quarter,36.623,30.379,3.111
GS3_158.10,703.8,15.5,10,Quarter,33.766,27.791,2.752
GS3_12.1,695.2,16.5,9.5,Quarter,39.935,35.024,4.874
GS3_12.2,794.9,13.5,10.5,ripeness,34.881,29.378,3.638
GS3_12.3,1112.7,15.5,11,ripeness,37.885,31.629,3.276
GS3_12.4,667.8,14.5,10,ripeness,38.977,33.07,3.345
GS3_12.5,935.4,16,10.5,ripeness,38.039,31.967,3.281
GS3_12.6,784.6,14,9.5,ripeness,37.802,32.125,3.678
GS3_12.7,839.2,14.5,10,ripeness,41.057,35.487,4.125
GS3_12.8,1109.7,15,12.5,ripeness,36.724,30.672,2.966
GS3_12.9,1101.6,15,11,ripeness,38.011,31.785,3.578
GS3_12.10,479,14,8.5,ripeness,39.736,34.561,4.726
GS3_183.1,628.9,16,9.5,Quarter,38.517,33.297,4.192
GS3_183.2,641.6,18,9.5,half,37.402,32.541,4.507
GS3_183.3,437.3,15,8,Quarter,37.426,32.491,4.527
GS3_183.4,565.7,16.5,9.5,Quarter,38.665,34.205,4.835
GS3_183.5,579.4,16,10,Quarter,40.409,35.721,4.67
GS3_183.6,693.5,17,9.5,Quarter,37.25,31.599,3.703
GS3_183.7,765.3,16,9.5,half,38.892,33.377,4.425
GS3_183.8,489.3,16,8.5,Quarter,37.355,31.803,4.262
GS3_183.9,596.4,15.5,8.5,half,35.89,30.802,3.83
GS3_183.10,616.6,17,9,half,38.704,33.765,3.934
GS3_39.1,733.3,13.5,10,ripeness,38.774,33.049,4.255
GS3_39.2,694.4,14,9.5,ripeness,37.372,31.25,3.737
GS3_39.3,817,14.5,10,ripeness,36.683,30.806,3.4
GS3_39.4,863.3,15,11,ripeness,38.004,32.158,3.943
GS3_39.5,656.9,14.5,9.5,ripeness,36.824,31.608,3.892
GS3_39.6,535.6,13,9,ripeness,38.22,32.582,3.89
GS3_39.7,835.9,15.5,10,ripeness,36.578,30.912,3.357
GS3_39.8,643.2,14.5,9.5,ripeness,39.472,32.98,3.838
GS3_39.9,824.4,16,10.5,ripeness,36.695,30.649,3.348
GS3_39.10,471.4,13,8.5,ripeness,35.355,29.036,2.889
GS3_68.1,716.5,17,10,ripeness,33.505,27.731,3.182
